State,Year,GDP (Millions of dollars),Population (Number of persons),Personal Income (Dollars),Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area,Commodity,ACRES HARVESTED,"PRODUCTION, MEASURED IN $",YIELD,January-December Average Temperature (Units Degrees Fahrenheit),January-December Cooling Degree Days (Units Fahrenheit Degree-Days),January-December Heating Degree Days (Units Fahrenheit Degree-Days),January-December Maximum Temperature (Units Degrees Fahrenheit),January-December Minimum Temperature (Units Degrees Fahrenheit),August Palmer Drought Severity Index (PDSI),August Palmer Hydrological Drought Index (PHDI),August Palmer Modified Drought Index (PMDI),January-December Palmer Z-Index,January-December Precipitation (Units Inches),Allsky_Sfc_Par_Tot,Allsky_Sfc_Sw_Diff,Allsky_Sfc_Sw_Dni,Allsky_Sfc_Sw_Dwn,Allsky_Sfc_Uva,Allsky_Sfc_Uvb,Allsky_Sfc_Uv_Index,Allsky_Srf_Alb,Cloud_Amt,Clrsky_Sfc_Par_Tot,Clrsky_Sfc_Sw_Dwn,Gwetprof,Gwetroot,Gwettop,Ps,Qv2M,Rh2M,T2Mdew,T2Mwet,Toa_Sw_Dwn,Ts,Wd10M,Wd2M,Ws10M,Ws2M
arizona,1991,67229.6,3788576,17745,2854416.75,1808831.5833333333,63.36666666666667,1702794.0,59.65833333333333,106037.58333333333,5.858333333333333,WHEAT,68000.0,6750000.0,99.3,59.3,2616.0,2142.0,73.1,45.4,-0.87,0.74,-0.62,0.31,12.91,,,,19.63,,,,0.15,47.54,,22.26,0.52,0.51,0.52,80.87,4.94,54.38,-0.88,4.52,30.23,9.2,209.06,223.44,2.6,0.48
arizona,1991,67229.6,3788576,17745,2854416.75,1808831.5833333333,63.36666666666667,1702794.0,59.65833333333333,106037.58333333333,5.858333333333333,POTATOES,6000.0,18408000.0,295.0,59.3,2616.0,2142.0,73.1,45.4,-0.87,0.74,-0.62,0.31,12.91,,,,19.63,,,,0.15,47.54,,22.26,0.52,0.51,0.52,80.87,4.94,54.38,-0.88,4.52,30.23,9.2,209.06,223.44,2.6,0.48
arizona,1991,67229.6,3788576,17745,2854416.75,1808831.5833333333,63.36666666666667,1702794.0,59.65833333333333,106037.58333333333,5.858333333333333,CORN,5000.0,2380000.0,170.0,59.3,2616.0,2142.0,73.1,45.4,-0.87,0.74,-0.62,0.31,12.91,,,,19.63,,,,0.15,47.54,,22.26,0.52,0.51,0.52,80.87,4.94,54.38,-0.88,4.52,30.23,9.2,209.06,223.44,2.6,0.48
arizona,1991,67229.6,3788576,17745,2854416.75,1808831.5833333333,63.36666666666667,1702794.0,59.65833333333333,106037.58333333333,5.858333333333333,COTTON,359000.0,260348000.0,1201.0,59.3,2616.0,2142.0,73.1,45.4,-0.87,0.74,-0.62,0.31,12.91,,,,19.63,,,,0.15,47.54,,22.26,0.52,0.51,0.52,80.87,4.94,54.38,-0.88,4.52,30.23,9.2,209.06,223.44,2.6,0.48
arizona,1990,63797.7,3684097,17317,2777097.75,1784150.6666666667,64.24166666666666,1690996.5,60.88333333333333,93154.16666666667,5.216666666666667,WHEAT,98000.0,9266000.0,94.6,59.7,2810.0,2163.0,73.8,45.7,1.04,-2.17,-0.78,-0.13,14.08,,,,19.33,,,,0.14,50.5,,22.19,0.49,0.48,0.48,80.89,5.0,53.0,-1.02,4.65,30.23,9.55,212.44,221.44,2.62,0.5
arizona,1990,63797.7,3684097,17317,2777097.75,1784150.6666666667,64.24166666666666,1690996.5,60.88333333333333,93154.16666666667,5.216666666666667,POTATOES,6900.0,15249000.0,260.0,59.7,2810.0,2163.0,73.8,45.7,1.04,-2.17,-0.78,-0.13,14.08,,,,19.33,,,,0.14,50.5,,22.19,0.49,0.48,0.48,80.89,5.0,53.0,-1.02,4.65,30.23,9.55,212.44,221.44,2.62,0.5
arizona,1990,63797.7,3684097,17317,2777097.75,1784150.6666666667,64.24166666666666,1690996.5,60.88333333333333,93154.16666666667,5.216666666666667,CORN,7000.0,3528000.0,160.0,59.7,2810.0,2163.0,73.8,45.7,1.04,-2.17,-0.78,-0.13,14.08,,,,19.33,,,,0.14,50.5,,22.19,0.49,0.48,0.48,80.89,5.0,53.0,-1.02,4.65,30.23,9.55,212.44,221.44,2.62,0.5
arizona,1990,63797.7,3684097,17317,2777097.75,1784150.6666666667,64.24166666666666,1690996.5,60.88333333333333,93154.16666666667,5.216666666666667,COTTON,348000.0,269382000.0,1119.0,59.7,2810.0,2163.0,73.8,45.7,1.04,-2.17,-0.78,-0.13,14.08,,,,19.33,,,,0.14,50.5,,22.19,0.49,0.48,0.48,80.89,5.0,53.0,-1.02,4.65,30.23,9.55,212.44,221.44,2.62,0.5
arizona,1989,60776.8,3622184,16779,2618166.6666666665,1711661.5,65.375,1622099.6666666667,61.94166666666666,89561.83333333333,5.241666666666666,WHEAT,118000.0,10722000.0,90.9,61.2,3091.0,1851.0,76.3,46.2,-3.87,-3.87,-3.87,-1.7,7.67,,,,20.49,,,,0.12,40.48,,22.17,0.5,0.48,0.46,80.94,4.52,45.75,-2.33,4.48,30.23,10.48,222.75,234.06,2.72,0.51
arizona,1989,60776.8,3622184,16779,2618166.6666666665,1711661.5,65.375,1622099.6666666667,61.94166666666666,89561.83333333333,5.241666666666666,POTATOES,5800.0,15164000.0,315.0,61.2,3091.0,1851.0,76.3,46.2,-3.87,-3.87,-3.87,-1.7,7.67,,,,20.49,,,,0.12,40.48,,22.17,0.5,0.48,0.46,80.94,4.52,45.75,-2.33,4.48,30.23,10.48,222.75,234.06,2.72,0.51
arizona,1989,60776.8,3622184,16779,2618166.6666666665,1711661.5,65.375,1622099.6666666667,61.94166666666666,89561.83333333333,5.241666666666666,CORN,13000.0,5655000.0,145.0,61.2,3091.0,1851.0,76.3,46.2,-3.87,-3.87,-3.87,-1.7,7.67,,,,20.49,,,,0.12,40.48,,22.17,0.5,0.48,0.46,80.94,4.52,45.75,-2.33,4.48,30.23,10.48,222.75,234.06,2.72,0.51
arizona,1989,60776.8,3622184,16779,2618166.6666666665,1711661.5,65.375,1622099.6666666667,61.94166666666666,89561.83333333333,5.241666666666666,COTTON,239000.0,205292000.0,1303.0,61.2,3091.0,1851.0,76.3,46.2,-3.87,-3.87,-3.87,-1.7,7.67,,,,20.49,,,,0.12,40.48,,22.17,0.5,0.48,0.46,80.94,4.52,45.75,-2.33,4.48,30.23,10.48,222.75,234.06,2.72,0.51
arizona,1987,52270.2,3437103,15208,2511000.0,1612495.5,64.21666666666667,1507579.5833333333,60.03333333333333,104915.91666666667,6.508333333333333,WHEAT,89000.0,8005000.0,89.9,59.3,2837.0,2259.0,73.2,45.4,-0.32,-0.32,-0.32,0.26,13.28,,,,19.14,,,,0.14,54.31,,22.36,0.53,0.52,0.52,80.85,4.94,55.19,-0.79,4.56,30.21,9.01,200.25,219.5,2.38,0.48
arizona,1987,52270.2,3437103,15208,2511000.0,1612495.5,64.21666666666667,1507579.5833333333,60.03333333333333,104915.91666666667,6.508333333333333,POTATOES,4900.0,14154000.0,275.0,59.3,2837.0,2259.0,73.2,45.4,-0.32,-0.32,-0.32,0.26,13.28,,,,19.14,,,,0.14,54.31,,22.36,0.53,0.52,0.52,80.85,4.94,55.19,-0.79,4.56,30.21,9.01,200.25,219.5,2.38,0.48
arizona,1987,52270.2,3437103,15208,2511000.0,1612495.5,64.21666666666667,1507579.5833333333,60.03333333333333,104915.91666666667,6.508333333333333,CORN,15000.0,4809000.0,140.0,59.3,2837.0,2259.0,73.2,45.4,-0.32,-0.32,-0.32,0.26,13.28,,,,19.14,,,,0.14,54.31,,22.36,0.53,0.52,0.52,80.85,4.94,55.19,-0.79,4.56,30.21,9.01,200.25,219.5,2.38,0.48
arizona,1987,52270.2,3437103,15208,2511000.0,1612495.5,64.21666666666667,1507579.5833333333,60.03333333333333,104915.91666666667,6.508333333333333,COTTON,289000.0,267741000.0,1410.0,59.3,2837.0,2259.0,73.2,45.4,-0.32,-0.32,-0.32,0.26,13.28,,,,19.14,,,,0.14,54.31,,22.36,0.53,0.52,0.52,80.85,4.94,55.19,-0.79,4.56,30.21,9.01,200.25,219.5,2.38,0.48
arizona,1986,48697.7,3308261,14720,2427250.0,1569020.4166666667,64.64166666666667,1458428.25,60.1,110592.16666666667,7.05,WHEAT,96000.0,8688000.0,90.5,60.6,2724.0,1787.0,74.4,46.7,0.38,-0.83,-0.05,-0.09,13.87,,,,19.02,,,,0.14,51.21,,22.29,0.53,0.52,0.52,80.91,5.25,55.31,0.1,5.36,30.21,9.88,209.5,224.31,2.51,0.47
arizona,1986,48697.7,3308261,14720,2427250.0,1569020.4166666667,64.64166666666667,1458428.25,60.1,110592.16666666667,7.05,POTATOES,5900.0,9475000.0,220.0,60.6,2724.0,1787.0,74.4,46.7,0.38,-0.83,-0.05,-0.09,13.87,,,,19.02,,,,0.14,51.21,,22.29,0.53,0.52,0.52,80.91,5.25,55.31,0.1,5.36,30.21,9.88,209.5,224.31,2.51,0.47
arizona,1986,48697.7,3308261,14720,2427250.0,1569020.4166666667,64.64166666666667,1458428.25,60.1,110592.16666666667,7.05,CORN,15000.0,4935000.0,140.0,60.6,2724.0,1787.0,74.4,46.7,0.38,-0.83,-0.05,-0.09,13.87,,,,19.02,,,,0.14,51.21,,22.29,0.53,0.52,0.52,80.91,5.25,55.31,0.1,5.36,30.21,9.88,209.5,224.31,2.51,0.47
arizona,1986,48697.7,3308261,14720,2427250.0,1569020.4166666667,64.64166666666667,1458428.25,60.1,110592.16666666667,7.05,COTTON,249000.0,175932000.0,1301.0,60.6,2724.0,1787.0,74.4,46.7,0.38,-0.83,-0.05,-0.09,13.87,,,,19.02,,,,0.14,51.21,,22.29,0.53,0.52,0.52,80.91,5.25,55.31,0.1,5.36,30.21,9.88,209.5,224.31,2.51,0.47
arizona,1983,35454.9,2968924,11942,2190666.6666666665,1389848.75,63.449999999999996,1263455.4166666667,57.666666666666664,126393.33333333333,9.108333333333333,WHEAT,119000.0,11094000.0,93.2,59.2,2633.0,2231.0,72.3,46.1,5.72,5.72,5.72,2.33,18.97,,,,,,,,,,,,0.58,0.55,0.57,80.77,5.8,62.12,1.39,5.64,,9.19,215.88,225.56,2.52,0.48
arizona,1983,35454.9,2968924,11942,2190666.6666666665,1389848.75,63.449999999999996,1263455.4166666667,57.666666666666664,126393.33333333333,9.108333333333333,POTATOES,4900.0,8600000.0,260.0,59.2,2633.0,2231.0,72.3,46.1,5.72,5.72,5.72,2.33,18.97,,,,,,,,,,,,0.58,0.55,0.57,80.77,5.8,62.12,1.39,5.64,,9.19,215.88,225.56,2.52,0.48
arizona,1983,35454.9,2968924,11942,2190666.6666666665,1389848.75,63.449999999999996,1263455.4166666667,57.666666666666664,126393.33333333333,9.108333333333333,CORN,13000.0,7163000.0,145.0,59.2,2633.0,2231.0,72.3,46.1,5.72,5.72,5.72,2.33,18.97,,,,,,,,,,,,0.58,0.55,0.57,80.77,5.8,62.12,1.39,5.64,,9.19,215.88,225.56,2.52,0.48
arizona,1983,35454.9,2968924,11942,2190666.6666666665,1389848.75,63.449999999999996,1263455.4166666667,57.666666666666664,126393.33333333333,9.108333333333333,COTTON,284000.0,237684000.0,1225.0,59.2,2633.0,2231.0,72.3,46.1,5.72,5.72,5.72,2.33,18.97,,,,,,,,,,,,0.58,0.55,0.57,80.77,5.8,62.12,1.39,5.64,,9.19,215.88,225.56,2.52,0.48
arizona,1982,32161.4,2889860,11129,2118000.0,1344486.5833333333,63.475,1210414.1666666667,57.15,134072.41666666666,9.958333333333334,WHEAT,143000.0,12407000.0,86.8,58.7,2536.0,2248.0,72.0,45.4,1.18,1.18,1.18,0.82,16.52,,,,,,,,,,,,0.54,0.52,0.53,80.81,5.19,56.88,-0.44,4.62,,8.98,208.19,220.0,2.68,0.5
arizona,1982,32161.4,2889860,11129,2118000.0,1344486.5833333333,63.475,1210414.1666666667,57.15,134072.41666666666,9.958333333333334,POTATOES,4700.0,9393000.0,305.0,58.7,2536.0,2248.0,72.0,45.4,1.18,1.18,1.18,0.82,16.52,,,,,,,,,,,,0.54,0.52,0.53,80.81,5.19,56.88,-0.44,4.62,,8.98,208.19,220.0,2.68,0.5
arizona,1982,32161.4,2889860,11129,2118000.0,1344486.5833333333,63.475,1210414.1666666667,57.15,134072.41666666666,9.958333333333334,CORN,18000.0,7722000.0,132.0,58.7,2536.0,2248.0,72.0,45.4,1.18,1.18,1.18,0.82,16.52,,,,,,,,,,,,0.54,0.52,0.53,80.81,5.19,56.88,-0.44,4.62,,8.98,208.19,220.0,2.68,0.5
arizona,1982,32161.4,2889860,11129,2118000.0,1344486.5833333333,63.475,1210414.1666666667,57.15,134072.41666666666,9.958333333333334,COTTON,470000.0,318514000.0,1118.0,58.7,2536.0,2248.0,72.0,45.4,1.18,1.18,1.18,0.82,16.52,,,,,,,,,,,,0.54,0.52,0.53,80.81,5.19,56.88,-0.44,4.62,,8.98,208.19,220.0,2.68,0.5
arizona,1981,30223.3,2810108,10755,2052500.0,1271433.5,61.949999999999996,1192764.9166666667,58.125,78668.58333333333,6.191666666666666,WHEAT,258000.0,21844000.0,84.7,61.3,2987.0,1782.0,75.4,47.3,-2.39,-2.39,-2.39,-0.66,12.47,,,,,,,,,,,,0.5,0.48,0.48,80.88,5.19,50.62,-0.46,5.48,,10.68,215.31,225.62,2.45,0.47
arizona,1981,30223.3,2810108,10755,2052500.0,1271433.5,61.949999999999996,1192764.9166666667,58.125,78668.58333333333,6.191666666666666,POTATOES,5200.0,10993000.0,280.0,61.3,2987.0,1782.0,75.4,47.3,-2.39,-2.39,-2.39,-0.66,12.47,,,,,,,,,,,,0.5,0.48,0.48,80.88,5.19,50.62,-0.46,5.48,,10.68,215.31,225.62,2.45,0.47
arizona,1981,30223.3,2810108,10755,2052500.0,1271433.5,61.949999999999996,1192764.9166666667,58.125,78668.58333333333,6.191666666666666,CORN,30000.0,11895000.0,130.0,61.3,2987.0,1782.0,75.4,47.3,-2.39,-2.39,-2.39,-0.66,12.47,,,,,,,,,,,,0.5,0.48,0.48,80.88,5.19,50.62,-0.46,5.48,,10.68,215.31,225.62,2.45,0.47
arizona,1981,30223.3,2810108,10755,2052500.0,1271433.5,61.949999999999996,1192764.9166666667,58.125,78668.58333333333,6.191666666666666,COTTON,599000.0,425722000.0,1247.0,61.3,2987.0,1782.0,75.4,47.3,-2.39,-2.39,-2.39,-0.66,12.47,,,,,,,,,,,,0.5,0.48,0.48,80.88,5.19,50.62,-0.46,5.48,,10.68,215.31,225.62,2.45,0.47
arkansas,2006,82891.6,2821761,29376,2142922.3333333335,1346482.0833333333,62.84166666666667,1275727.5,59.541666666666664,70754.58333333333,5.25,WHEAT,305000.0,18605000.0,61.0,62.0,1827.0,3051.0,73.6,50.4,-3.52,-3.52,-3.52,-0.34,49.33,87.77,5.82,18.45,16.71,11.32,0.26,,0.12,47.53,109.28,21.03,0.6,0.61,0.62,100.01,9.22,71.94,10.87,13.87,30.21,17.13,210.31,211.12,2.98,1.58
arkansas,2006,82891.6,2821761,29376,2142922.3333333335,1346482.0833333333,62.84166666666667,1275727.5,59.541666666666664,70754.58333333333,5.25,CORN,180000.0,71744000.0,146.0,62.0,1827.0,3051.0,73.6,50.4,-3.52,-3.52,-3.52,-0.34,49.33,87.77,5.82,18.45,16.71,11.32,0.26,,0.12,47.53,109.28,21.03,0.6,0.61,0.62,100.01,9.22,71.94,10.87,13.87,30.21,17.13,210.31,211.12,2.98,1.58
arkansas,2006,82891.6,2821761,29376,2142922.3333333335,1346482.0833333333,62.84166666666667,1275727.5,59.541666666666664,70754.58333333333,5.25,RICE,1400000.0,910608000.0,6900.0,62.0,1827.0,3051.0,73.6,50.4,-3.52,-3.52,-3.52,-0.34,49.33,87.77,5.82,18.45,16.71,11.32,0.26,,0.12,47.53,109.28,21.03,0.6,0.61,0.62,100.01,9.22,71.94,10.87,13.87,30.21,17.13,210.31,211.12,2.98,1.58
arkansas,2006,82891.6,2821761,29376,2142922.3333333335,1346482.0833333333,62.84166666666667,1275727.5,59.541666666666664,70754.58333333333,5.25,COTTON,1160000.0,563580000.0,1045.0,62.0,1827.0,3051.0,73.6,50.4,-3.52,-3.52,-3.52,-0.34,49.33,87.77,5.82,18.45,16.71,11.32,0.26,,0.12,47.53,109.28,21.03,0.6,0.61,0.62,100.01,9.22,71.94,10.87,13.87,30.21,17.13,210.31,211.12,2.98,1.58
arkansas,1984,24446.5,2319767,10538,1733750.0,1048317.5833333334,60.46666666666667,958825.8333333334,55.300000000000004,89491.75,8.533333333333333,WHEAT,1400000.0,61600000.0,44.0,60.1,1531.0,3524.0,71.1,49.0,0.6,0.6,0.6,0.94,61.18,,,,14.82,,,,0.12,61.52,,20.35,0.74,0.77,0.76,100.06,9.4,78.62,11.04,13.21,30.18,15.46,182.12,182.44,2.95,1.57
arkansas,1984,24446.5,2319767,10538,1733750.0,1048317.5833333334,60.46666666666667,958825.8333333334,55.300000000000004,89491.75,8.533333333333333,CORN,49000.0,13406000.0,95.0,60.1,1531.0,3524.0,71.1,49.0,0.6,0.6,0.6,0.94,61.18,,,,14.82,,,,0.12,61.52,,20.35,0.74,0.77,0.76,100.06,9.4,78.62,11.04,13.21,30.18,15.46,182.12,182.44,2.95,1.57
arkansas,1984,24446.5,2319767,10538,1733750.0,1048317.5833333334,60.46666666666667,958825.8333333334,55.300000000000004,89491.75,8.533333333333333,RICE,1150000.0,450179000.0,4600.0,60.1,1531.0,3524.0,71.1,49.0,0.6,0.6,0.6,0.94,61.18,,,,14.82,,,,0.12,61.52,,20.35,0.74,0.77,0.76,100.06,9.4,78.62,11.04,13.21,30.18,15.46,182.12,182.44,2.95,1.57
arkansas,1984,24446.5,2319767,10538,1733750.0,1048317.5833333334,60.46666666666667,958825.8333333334,55.300000000000004,89491.75,8.533333333333333,COTTON,465000.0,166856000.0,632.0,60.1,1531.0,3524.0,71.1,49.0,0.6,0.6,0.6,0.94,61.18,,,,14.82,,,,0.12,61.52,,20.35,0.74,0.77,0.76,100.06,9.4,78.62,11.04,13.21,30.18,15.46,182.12,182.44,2.95,1.57
arkansas,2017,123825.4,2990801,41402,2312545.3333333335,1348011.5833333333,58.291666666666664,1297741.3333333333,56.125,50270.25,3.7416666666666667,WHEAT,125000.0,6500000.0,52.0,62.5,1670.0,2761.0,73.3,51.8,2.75,2.75,2.75,0.01,50.26,85.43,5.93,17.33,16.14,11.1,0.26,,0.12,51.39,109.81,21.03,0.6,0.61,0.62,100.0,9.95,73.75,11.8,14.46,30.21,17.27,185.12,184.5,2.9,1.54
arkansas,2017,123825.4,2990801,41402,2312545.3333333335,1348011.5833333333,58.291666666666664,1297741.3333333333,56.125,50270.25,3.7416666666666667,CORN,595000.0,396341000.0,183.0,62.5,1670.0,2761.0,73.3,51.8,2.75,2.75,2.75,0.01,50.26,85.43,5.93,17.33,16.14,11.1,0.26,,0.12,51.39,109.81,21.03,0.6,0.61,0.62,100.0,9.95,73.75,11.8,14.46,30.21,17.27,185.12,184.5,2.9,1.54
arkansas,2017,123825.4,2990801,41402,2312545.3333333335,1348011.5833333333,58.291666666666664,1297741.3333333333,56.125,50270.25,3.7416666666666667,RICE,1104000.0,917348000.0,7490.0,62.5,1670.0,2761.0,73.3,51.8,2.75,2.75,2.75,0.01,50.26,85.43,5.93,17.33,16.14,11.1,0.26,,0.12,51.39,109.81,21.03,0.6,0.61,0.62,100.0,9.95,73.75,11.8,14.46,30.21,17.27,185.12,184.5,2.9,1.54
arkansas,2017,123825.4,2990801,41402,2312545.3333333335,1348011.5833333333,58.291666666666664,1297741.3333333333,56.125,50270.25,3.7416666666666667,COTTON,438000.0,366019000.0,1177.0,62.5,1670.0,2761.0,73.3,51.8,2.75,2.75,2.75,0.01,50.26,85.43,5.93,17.33,16.14,11.1,0.26,,0.12,51.39,109.81,21.03,0.6,0.61,0.62,100.0,9.95,73.75,11.8,14.46,30.21,17.27,185.12,184.5,2.9,1.54
arkansas,1985,25982.3,2327046,11165,1747583.3333333333,1054692.25,60.35833333333333,965212.5,55.23333333333333,89479.75,8.491666666666667,WHEAT,570000.0,18240000.0,32.0,59.8,1687.0,3768.0,70.7,48.9,-0.95,0.55,-0.94,-0.12,48.93,,,,15.61,,,,0.12,60.2,,20.8,0.71,0.73,0.72,100.11,9.22,76.19,10.47,12.95,30.21,15.62,187.56,191.69,2.92,1.57
arkansas,1985,25982.3,2327046,11165,1747583.3333333333,1054692.25,60.35833333333333,965212.5,55.23333333333333,89479.75,8.491666666666667,CORN,73000.0,18922000.0,108.0,59.8,1687.0,3768.0,70.7,48.9,-0.95,0.55,-0.94,-0.12,48.93,,,,15.61,,,,0.12,60.2,,20.8,0.71,0.73,0.72,100.11,9.22,76.19,10.47,12.95,30.21,15.62,187.56,191.69,2.92,1.57
arkansas,1985,25982.3,2327046,11165,1747583.3333333333,1054692.25,60.35833333333333,965212.5,55.23333333333333,89479.75,8.491666666666667,RICE,1050000.0,365800000.0,5200.0,59.8,1687.0,3768.0,70.7,48.9,-0.95,0.55,-0.94,-0.12,48.93,,,,15.61,,,,0.12,60.2,,20.8,0.71,0.73,0.72,100.11,9.22,76.19,10.47,12.95,30.21,15.62,187.56,191.69,2.92,1.57
arkansas,1985,25982.3,2327046,11165,1747583.3333333333,1054692.25,60.35833333333333,965212.5,55.23333333333333,89479.75,8.491666666666667,COTTON,440000.0,188629000.0,767.0,59.8,1687.0,3768.0,70.7,48.9,-0.95,0.55,-0.94,-0.12,48.93,,,,15.61,,,,0.12,60.2,,20.8,0.71,0.73,0.72,100.11,9.22,76.19,10.47,12.95,30.21,15.62,187.56,191.69,2.92,1.57
arkansas,1995,47112.2,2535399,18582,1912549.5833333333,1222573.0833333333,63.925000000000004,1163153.8333333333,60.80833333333334,59419.25,4.866666666666666,WHEAT,1000000.0,47000000.0,47.0,60.5,1659.0,3503.0,71.7,49.2,-0.9,-0.9,-0.9,-0.6,42.85,,,,15.73,,,,0.09,59.8,,20.85,0.63,0.64,0.63,99.99,8.91,71.38,10.08,13.19,30.21,16.55,189.25,190.88,2.94,1.56
arkansas,1995,47112.2,2535399,18582,1912549.5833333333,1222573.0833333333,63.925000000000004,1163153.8333333333,60.80833333333334,59419.25,4.866666666666666,CORN,85000.0,30303000.0,115.0,60.5,1659.0,3503.0,71.7,49.2,-0.9,-0.9,-0.9,-0.6,42.85,,,,15.73,,,,0.09,59.8,,20.85,0.63,0.64,0.63,99.99,8.91,71.38,10.08,13.19,30.21,16.55,189.25,190.88,2.94,1.56
arkansas,1995,47112.2,2535399,18582,1912549.5833333333,1222573.0833333333,63.925000000000004,1163153.8333333333,60.80833333333334,59419.25,4.866666666666666,RICE,1340000.0,667403000.0,5450.0,60.5,1659.0,3503.0,71.7,49.2,-0.9,-0.9,-0.9,-0.6,42.85,,,,15.73,,,,0.09,59.8,,20.85,0.63,0.64,0.63,99.99,8.91,71.38,10.08,13.19,30.21,16.55,189.25,190.88,2.94,1.56
arkansas,1995,47112.2,2535399,18582,1912549.5833333333,1222573.0833333333,63.925000000000004,1163153.8333333333,60.80833333333334,59419.25,4.866666666666666,COTTON,1110000.0,517206000.0,635.0,60.5,1659.0,3503.0,71.7,49.2,-0.9,-0.9,-0.9,-0.6,42.85,,,,15.73,,,,0.09,59.8,,20.85,0.63,0.64,0.63,99.99,8.91,71.38,10.08,13.19,30.21,16.55,189.25,190.88,2.94,1.56
arkansas,2021,156361.5,3028443,51631,2361849.3333333335,1339936.4166666667,56.74166666666667,1285529.9166666667,54.43333333333334,54406.5,4.075,WHEAT,145000.0,8410000.0,58.0,61.4,1784.0,3254.0,72.0,50.7,3.1,3.1,3.1,0.06,50.23,83.83,6.02,16.77,15.84,10.84,0.24,,0.12,54.05,109.27,20.98,0.67,0.69,0.69,100.05,10.01,77.31,11.87,14.19,30.22,16.6,168.81,166.56,2.92,1.55
arkansas,2021,156361.5,3028443,51631,2361849.3333333335,1339936.4166666667,56.74166666666667,1285529.9166666667,54.43333333333334,54406.5,4.075,CORN,830000.0,908684000.0,184.0,61.4,1784.0,3254.0,72.0,50.7,3.1,3.1,3.1,0.06,50.23,83.83,6.02,16.77,15.84,10.84,0.24,,0.12,54.05,109.27,20.98,0.67,0.69,0.69,100.05,10.01,77.31,11.87,14.19,30.22,16.6,168.81,166.56,2.92,1.55
arkansas,2021,156361.5,3028443,51631,2361849.3333333335,1339936.4166666667,56.74166666666667,1285529.9166666667,54.43333333333334,54406.5,4.075,RICE,1188000.0,1224180000.0,7630.0,61.4,1784.0,3254.0,72.0,50.7,3.1,3.1,3.1,0.06,50.23,83.83,6.02,16.77,15.84,10.84,0.24,,0.12,54.05,109.27,20.98,0.67,0.69,0.69,100.05,10.01,77.31,11.87,14.19,30.22,16.6,168.81,166.56,2.92,1.55
arkansas,2021,156361.5,3028443,51631,2361849.3333333335,1339936.4166666667,56.74166666666667,1285529.9166666667,54.43333333333334,54406.5,4.075,COTTON,475000.0,471869000.0,1248.0,61.4,1784.0,3254.0,72.0,50.7,3.1,3.1,3.1,0.06,50.23,83.83,6.02,16.77,15.84,10.84,0.24,,0.12,54.05,109.27,20.98,0.67,0.69,0.69,100.05,10.01,77.31,11.87,14.19,30.22,16.6,168.81,166.56,2.92,1.55
arkansas,1999,57922.1,2651860,21842,2004231.3333333333,1256935.3333333333,62.70000000000001,1199999.4166666667,59.875,56935.916666666664,4.533333333333333,WHEAT,920000.0,51520000.0,56.0,62.2,1791.0,3002.0,73.9,50.4,-1.75,-1.75,-1.75,-0.72,43.8,,,,16.66,,,,0.08,51.75,,20.98,0.62,0.63,0.62,100.06,8.79,69.69,10.14,13.56,30.23,17.24,178.44,178.94,2.95,1.56
arkansas,1999,57922.1,2651860,21842,2004231.3333333333,1256935.3333333333,62.70000000000001,1199999.4166666667,59.875,56935.916666666664,4.533333333333333,CORN,100000.0,22620000.0,130.0,62.2,1791.0,3002.0,73.9,50.4,-1.75,-1.75,-1.75,-0.72,43.8,,,,16.66,,,,0.08,51.75,,20.98,0.62,0.63,0.62,100.06,8.79,69.69,10.14,13.56,30.23,17.24,178.44,178.94,2.95,1.56
arkansas,1999,57922.1,2651860,21842,2004231.3333333333,1256935.3333333333,62.70000000000001,1199999.4166666667,59.875,56935.916666666664,4.533333333333333,RICE,1625000.0,542758000.0,5850.0,62.2,1791.0,3002.0,73.9,50.4,-1.75,-1.75,-1.75,-0.72,43.8,,,,16.66,,,,0.08,51.75,,20.98,0.62,0.63,0.62,100.06,8.79,69.69,10.14,13.56,30.23,17.24,178.44,178.94,2.95,1.56
arkansas,1999,57922.1,2651860,21842,2004231.3333333333,1256935.3333333333,62.70000000000001,1199999.4166666667,59.875,56935.916666666664,4.533333333333333,COTTON,960000.0,323528000.0,714.0,62.2,1791.0,3002.0,73.9,50.4,-1.75,-1.75,-1.75,-0.72,43.8,,,,16.66,,,,0.08,51.75,,20.98,0.62,0.63,0.62,100.06,8.79,69.69,10.14,13.56,30.23,17.24,178.44,178.94,2.95,1.56
arkansas,2010,94127.0,2921561,32218,2232732.1666666665,1353829.0,60.64166666666667,1247317.5,55.85833333333333,106511.5,7.858333333333333,WHEAT,135000.0,7290000.0,54.0,61.2,2167.0,3724.0,72.3,50.0,-2.11,0.69,-1.99,-1.22,38.79,89.38,5.84,18.86,16.96,11.54,0.25,,0.13,46.05,109.77,21.06,0.67,0.69,0.66,99.96,9.52,73.06,10.52,13.41,30.22,16.48,202.12,204.75,2.84,1.52
