Year,State,Commodity,ACRES HARVESTED,"PRODUCTION, MEASURED IN $",YIELD,January-December Average Temperature (Units Degrees Fahrenheit),January-December Cooling Degree Days (Units Fahrenheit Degree-Days),January-December Heating Degree Days (Units Fahrenheit Degree-Days),January-December Maximum Temperature (Units Degrees Fahrenheit),January-December Minimum Temperature (Units Degrees Fahrenheit),August Palmer Drought Severity Index (PDSI),August Palmer Hydrological Drought Index (PHDI),August Palmer Modified Drought Index (PMDI),January-December Palmer Z-Index,January-December Precipitation (Units Inches),Allsky_Sfc_Par_Tot,Allsky_Sfc_Sw_Diff,Allsky_Sfc_Sw_Dni,Allsky_Sfc_Sw_Dwn,Allsky_Sfc_Uva,Allsky_Sfc_Uvb,Allsky_Sfc_Uv_Index,Allsky_Srf_Alb,Cloud_Amt,Clrsky_Sfc_Par_Tot,Clrsky_Sfc_Sw_Dwn,Gwetprof,Gwetroot,Gwettop,Ps,Qv2M,Rh2M,T2Mdew,T2Mwet,Toa_Sw_Dwn,Ts,Wd10M,Wd2M,Ws10M,Ws2M
1984,arkansas,WHEAT,1400000.0,61600000.0,44.0,60.1,1531.0,3524.0,71.1,49.0,0.6,0.6,0.6,0.94,61.18,,,,14.82,,,,0.12,61.52,,20.35,0.74,0.77,0.76,100.06,9.4,78.62,11.04,13.21,30.18,15.46,182.12,182.44,2.95,1.57
1984,arkansas,CORN,49000.0,13406000.0,95.0,60.1,1531.0,3524.0,71.1,49.0,0.6,0.6,0.6,0.94,61.18,,,,14.82,,,,0.12,61.52,,20.35,0.74,0.77,0.76,100.06,9.4,78.62,11.04,13.21,30.18,15.46,182.12,182.44,2.95,1.57
1984,arkansas,RICE,1150000.0,450179000.0,4600.0,60.1,1531.0,3524.0,71.1,49.0,0.6,0.6,0.6,0.94,61.18,,,,14.82,,,,0.12,61.52,,20.35,0.74,0.77,0.76,100.06,9.4,78.62,11.04,13.21,30.18,15.46,182.12,182.44,2.95,1.57
1984,arkansas,COTTON,465000.0,166856000.0,632.0,60.1,1531.0,3524.0,71.1,49.0,0.6,0.6,0.6,0.94,61.18,,,,14.82,,,,0.12,61.52,,20.35,0.74,0.77,0.76,100.06,9.4,78.62,11.04,13.21,30.18,15.46,182.12,182.44,2.95,1.57
1984,california,WHEAT,784000.0,61840000.0,78.9,58.2,1047.0,3057.0,70.4,46.0,0.5,1.76,-0.36,-0.27,18.32,,,,19.1,,,,0.16,38.98,,21.07,0.48,0.48,0.38,98.53,5.25,45.12,3.71,11.1,29.53,18.4,305.69,290.19,2.52,1.61
1984,california,POTATOES,60400.0,238771000.0,377.0,58.2,1047.0,3057.0,70.4,46.0,0.5,1.76,-0.36,-0.27,18.32,,,,19.1,,,,0.16,38.98,,21.07,0.48,0.48,0.38,98.53,5.25,45.12,3.71,11.1,29.53,18.4,305.69,290.19,2.52,1.61
1984,california,CORN,375000.0,173400000.0,136.0,58.2,1047.0,3057.0,70.4,46.0,0.5,1.76,-0.36,-0.27,18.32,,,,19.1,,,,0.16,38.98,,21.07,0.48,0.48,0.38,98.53,5.25,45.12,3.71,11.1,29.53,18.4,305.69,290.19,2.52,1.61
1984,california,RICE,450000.0,206146000.0,7120.0,58.2,1047.0,3057.0,70.4,46.0,0.5,1.76,-0.36,-0.27,18.32,,,,19.1,,,,0.16,38.98,,21.07,0.48,0.48,0.38,98.53,5.25,45.12,3.71,11.1,29.53,18.4,305.69,290.19,2.52,1.61
1984,california,COTTON,1400000.0,936821000.0,999.0,58.2,1047.0,3057.0,70.4,46.0,0.5,1.76,-0.36,-0.27,18.32,,,,19.1,,,,0.16,38.98,,21.07,0.48,0.48,0.38,98.53,5.25,45.12,3.71,11.1,29.53,18.4,305.69,290.19,2.52,1.61
1984,california,BEANS,191000.0,90748000.0,1685.0,58.2,1047.0,3057.0,70.4,46.0,0.5,1.76,-0.36,-0.27,18.32,,,,19.1,,,,0.16,38.98,,21.07,0.48,0.48,0.38,98.53,5.25,45.12,3.71,11.1,29.53,18.4,305.69,290.19,2.52,1.61
1984,colorado,WHEAT,3270000.0,115020000.0,35.2,43.7,269.0,7808.0,56.6,30.7,4.49,4.49,4.49,1.42,20.55,,,,17.15,,,,0.19,61.28,,22.25,0.47,0.46,0.48,72.69,4.15,62.44,-4.95,-1.04,28.85,3.13,280.12,280.5,4.24,2.81
1984,colorado,POTATOES,60100.0,90931000.0,320.0,43.7,269.0,7808.0,56.6,30.7,4.49,4.49,4.49,1.42,20.55,,,,17.15,,,,0.19,61.28,,22.25,0.47,0.46,0.48,72.69,4.15,62.44,-4.95,-1.04,28.85,3.13,280.12,280.5,4.24,2.81
1984,colorado,CORN,680000.0,242379000.0,134.0,43.7,269.0,7808.0,56.6,30.7,4.49,4.49,4.49,1.42,20.55,,,,17.15,,,,0.19,61.28,,22.25,0.47,0.46,0.48,72.69,4.15,62.44,-4.95,-1.04,28.85,3.13,280.12,280.5,4.24,2.81
1984,colorado,BEANS,190000.0,39980000.0,1260.0,43.7,269.0,7808.0,56.6,30.7,4.49,4.49,4.49,1.42,20.55,,,,17.15,,,,0.19,61.28,,22.25,0.47,0.46,0.48,72.69,4.15,62.44,-4.95,-1.04,28.85,3.13,280.12,280.5,4.24,2.81
1984,delaware,WHEAT,49000.0,2009000.0,41.0,54.7,935.0,4849.0,64.4,45.0,-0.72,2.34,1.41,-0.12,44.02,,,,14.32,,,,0.1,68.56,,19.58,0.76,0.77,0.75,101.66,8.06,81.19,8.68,10.42,28.85,12.14,289.5,291.88,4.26,2.88
1984,delaware,POTATOES,5500.0,14168000.0,230.0,54.7,935.0,4849.0,64.4,45.0,-0.72,2.34,1.41,-0.12,44.02,,,,14.32,,,,0.1,68.56,,19.58,0.76,0.77,0.75,101.66,8.06,81.19,8.68,10.42,28.85,12.14,289.5,291.88,4.26,2.88
1984,delaware,CORN,150000.0,50003000.0,113.0,54.7,935.0,4849.0,64.4,45.0,-0.72,2.34,1.41,-0.12,44.02,,,,14.32,,,,0.1,68.56,,19.58,0.76,0.77,0.75,101.66,8.06,81.19,8.68,10.42,28.85,12.14,289.5,291.88,4.26,2.88
1984,georgia,WHEAT,890000.0,31150000.0,35.0,63.3,1496.0,2913.0,75.4,51.3,-0.12,2.49,2.28,-0.05,48.0,,,,15.61,,,,0.12,55.94,,20.58,0.62,0.63,0.65,100.33,9.77,75.38,11.98,14.57,30.79,17.04,237.06,228.25,2.11,0.48
1984,georgia,CORN,985000.0,241502000.0,82.0,63.3,1496.0,2913.0,75.4,51.3,-0.12,2.49,2.28,-0.05,48.0,,,,15.61,,,,0.12,55.94,,20.58,0.62,0.63,0.65,100.33,9.77,75.38,11.98,14.57,30.79,17.04,237.06,228.25,2.11,0.48
1984,georgia,COTTON,172000.0,79175000.0,784.0,63.3,1496.0,2913.0,75.4,51.3,-0.12,2.49,2.28,-0.05,48.0,,,,15.61,,,,0.12,55.94,,20.58,0.62,0.63,0.65,100.33,9.77,75.38,11.98,14.57,30.79,17.04,237.06,228.25,2.11,0.48
1984,idaho,WHEAT,1280000.0,81400000.0,63.6,40.8,399.0,7963.0,51.6,29.9,5.6,5.6,5.6,1.44,27.35,,,,15.84,,,,0.23,60.12,,20.57,0.43,0.41,0.49,77.64,3.97,80.31,-4.7,-2.61,26.67,-2.16,229.62,204.5,2.05,0.39
1984,idaho,POTATOES,325000.0,420010000.0,266.0,40.8,399.0,7963.0,51.6,29.9,5.6,5.6,5.6,1.44,27.35,,,,15.84,,,,0.23,60.12,,20.57,0.43,0.41,0.49,77.64,3.97,80.31,-4.7,-2.61,26.67,-2.16,229.62,204.5,2.05,0.39
1984,idaho,CORN,75000.0,24780000.0,118.0,40.8,399.0,7963.0,51.6,29.9,5.6,5.6,5.6,1.44,27.35,,,,15.84,,,,0.23,60.12,,20.57,0.43,0.41,0.49,77.64,3.97,80.31,-4.7,-2.61,26.67,-2.16,229.62,204.5,2.05,0.39
1984,idaho,BEANS,138000.0,39767000.0,1790.0,40.8,399.0,7963.0,51.6,29.9,5.6,5.6,5.6,1.44,27.35,,,,15.84,,,,0.23,60.12,,20.57,0.43,0.41,0.49,77.64,3.97,80.31,-4.7,-2.61,26.67,-2.16,229.62,204.5,2.05,0.39
1984,illinois,WHEAT,1600000.0,70400000.0,44.0,51.8,839.0,6340.0,61.7,41.9,-1.74,-1.74,-1.74,0.48,41.31,,,,13.44,,,,0.16,67.05,,19.11,0.71,0.72,0.72,99.25,7.14,78.69,5.87,7.92,28.15,9.96,224.31,227.19,4.88,3.34
1984,illinois,POTATOES,2400.0,4039000.0,265.0,51.8,839.0,6340.0,61.7,41.9,-1.74,-1.74,-1.74,0.48,41.31,,,,13.44,,,,0.16,67.05,,19.11,0.71,0.72,0.72,99.25,7.14,78.69,5.87,7.92,28.15,9.96,224.31,227.19,4.88,3.34
1984,illinois,CORN,10940000.0,3317446000.0,114.0,51.8,839.0,6340.0,61.7,41.9,-1.74,-1.74,-1.74,0.48,41.31,,,,13.44,,,,0.16,67.05,,19.11,0.71,0.72,0.72,99.25,7.14,78.69,5.87,7.92,28.15,9.96,224.31,227.19,4.88,3.34
1984,indiana,WHEAT,1050000.0,48300000.0,46.0,51.3,835.0,5960.0,61.2,41.3,-1.54,-1.54,-1.54,0.06,40.59,,,,13.12,,,,0.16,70.13,,19.09,0.72,0.73,0.73,98.66,7.26,80.0,6.2,8.1,28.15,9.95,228.19,229.94,4.68,3.16
1984,indiana,POTATOES,4800.0,6454000.0,201.0,51.3,835.0,5960.0,61.2,41.3,-1.54,-1.54,-1.54,0.06,40.59,,,,13.12,,,,0.16,70.13,,19.09,0.72,0.73,0.73,98.66,7.26,80.0,6.2,8.1,28.15,9.95,228.19,229.94,4.68,3.16
1984,indiana,CORN,6030000.0,1834326000.0,117.0,51.3,835.0,5960.0,61.2,41.3,-1.54,-1.54,-1.54,0.06,40.59,,,,13.12,,,,0.16,70.13,,19.09,0.72,0.73,0.73,98.66,7.26,80.0,6.2,8.1,28.15,9.95,228.19,229.94,4.68,3.16
1984,iowa,WHEAT,100000.0,3600000.0,36.0,47.8,764.0,6984.0,58.1,37.5,2.49,2.49,1.16,0.87,36.91,,,,13.62,,,,0.2,64.82,,19.12,0.71,0.7,0.73,98.04,6.77,80.5,4.54,6.34,27.42,8.02,238.38,246.25,4.91,3.35
1984,iowa,POTATOES,1400.0,1218000.0,150.0,47.8,764.0,6984.0,58.1,37.5,2.49,2.49,1.16,0.87,36.91,,,,13.62,,,,0.2,64.82,,19.12,0.71,0.7,0.73,98.04,6.77,80.5,4.54,6.34,27.42,8.02,238.38,246.25,4.91,3.35
1984,iowa,CORN,12900000.0,3626448000.0,112.0,47.8,764.0,6984.0,58.1,37.5,2.49,2.49,1.16,0.87,36.91,,,,13.62,,,,0.2,64.82,,19.12,0.71,0.7,0.73,98.04,6.77,80.5,4.54,6.34,27.42,8.02,238.38,246.25,4.91,3.35
1984,kansas,WHEAT,11200000.0,431200000.0,38.5,54.0,1415.0,5181.0,66.2,41.8,-1.21,-1.21,-1.21,0.56,28.92,,,,15.79,,,,0.17,61.06,,20.47,0.45,0.42,0.44,95.71,6.65,64.81,4.81,8.66,28.85,12.8,181.94,182.0,5.32,3.62
1984,kansas,CORN,955000.0,330669000.0,125.0,54.0,1415.0,5181.0,66.2,41.8,-1.21,-1.21,-1.21,0.56,28.92,,,,15.79,,,,0.17,61.06,,20.47,0.45,0.42,0.44,95.71,6.65,64.81,4.81,8.66,28.85,12.8,181.94,182.0,5.32,3.62
1984,kansas,COTTON,500.0,70000.0,288.0,54.0,1415.0,5181.0,66.2,41.8,-1.21,-1.21,-1.21,0.56,28.92,,,,15.79,,,,0.17,61.06,,20.47,0.45,0.42,0.44,95.71,6.65,64.81,4.81,8.66,28.85,12.8,181.94,182.0,5.32,3.62
1984,kansas,BEANS,12000.0,3182000.0,1700.0,54.0,1415.0,5181.0,66.2,41.8,-1.21,-1.21,-1.21,0.56,28.92,,,,15.79,,,,0.17,61.06,,20.47,0.45,0.42,0.44,95.71,6.65,64.81,4.81,8.66,28.85,12.8,181.94,182.0,5.32,3.62
1984,kentucky,WHEAT,500000.0,19000000.0,38.0,55.3,1066.0,4623.0,66.1,44.5,-1.08,0.66,-0.96,0.5,52.7,,,,13.19,,,,0.13,70.0,,19.55,0.72,0.74,0.74,98.46,8.12,79.25,8.4,10.45,29.19,12.32,225.25,227.31,2.81,1.13
1984,kentucky,CORN,1460000.0,411720000.0,100.0,55.3,1066.0,4623.0,66.1,44.5,-1.08,0.66,-0.96,0.5,52.7,,,,13.19,,,,0.13,70.0,,19.55,0.72,0.74,0.74,98.46,8.12,79.25,8.4,10.45,29.19,12.32,225.25,227.31,2.81,1.13
1984,louisiana,WHEAT,320000.0,13120000.0,41.0,66.3,2429.0,1717.0,76.9,55.7,1.66,1.66,1.39,0.29,58.79,,,,15.25,,,,0.11,61.55,,20.81,0.71,0.73,0.74,101.21,11.05,80.0,14.09,16.13,31.09,18.05,169.94,172.56,2.14,0.38
1984,louisiana,POTATOES,1000.0,672000.0,60.0,66.3,2429.0,1717.0,76.9,55.7,1.66,1.66,1.39,0.29,58.79,,,,15.25,,,,0.11,61.55,,20.81,0.71,0.73,0.74,101.21,11.05,80.0,14.09,16.13,31.09,18.05,169.94,172.56,2.14,0.38
1984,louisiana,CORN,82000.0,31591000.0,115.0,66.3,2429.0,1717.0,76.9,55.7,1.66,1.66,1.39,0.29,58.79,,,,15.25,,,,0.11,61.55,,20.81,0.71,0.73,0.74,101.21,11.05,80.0,14.09,16.13,31.09,18.05,169.94,172.56,2.14,0.38
1984,louisiana,RICE,528000.0,179842000.0,4150.0,66.3,2429.0,1717.0,76.9,55.7,1.66,1.66,1.39,0.29,58.79,,,,15.25,,,,0.11,61.55,,20.81,0.71,0.73,0.74,101.21,11.05,80.0,14.09,16.13,31.09,18.05,169.94,172.56,2.14,0.38
1984,louisiana,COTTON,645000.0,278784000.0,786.0,66.3,2429.0,1717.0,76.9,55.7,1.66,1.66,1.39,0.29,58.79,,,,15.25,,,,0.11,61.55,,20.81,0.71,0.73,0.74,101.21,11.05,80.0,14.09,16.13,31.09,18.05,169.94,172.56,2.14,0.38
1984,maryland,WHEAT,140000.0,6020000.0,43.0,54.2,928.0,4833.0,64.0,44.3,0.54,2.68,2.64,0.23,45.5,,,,13.66,,,,0.15,69.0,,19.42,0.7,0.72,0.72,100.01,7.57,81.62,7.27,8.98,28.5,10.59,294.19,296.44,3.9,2.53
1984,maryland,POTATOES,1600.0,3286000.0,185.0,54.2,928.0,4833.0,64.0,44.3,0.54,2.68,2.64,0.23,45.5,,,,13.66,,,,0.15,69.0,,19.42,0.7,0.72,0.72,100.01,7.57,81.62,7.27,8.98,28.5,10.59,294.19,296.44,3.9,2.53
1984,maryland,CORN,590000.0,203987000.0,118.0,54.2,928.0,4833.0,64.0,44.3,0.54,2.68,2.64,0.23,45.5,,,,13.66,,,,0.15,69.0,,19.42,0.7,0.72,0.72,100.01,7.57,81.62,7.27,8.98,28.5,10.59,294.19,296.44,3.9,2.53
1984,michigan,WHEAT,800000.0,45600000.0,57.0,44.3,527.0,7119.0,54.3,34.3,-0.87,-0.87,-0.87,0.09,31.96,,,,12.96,,,,0.16,69.56,,18.52,0.49,0.43,0.49,98.34,5.98,78.56,3.18,5.16,27.05,7.11,262.94,263.56,4.82,3.27
1984,michigan,POTATOES,53800.0,81764000.0,267.0,44.3,527.0,7119.0,54.3,34.3,-0.87,-0.87,-0.87,0.09,31.96,,,,12.96,,,,0.16,69.56,,18.52,0.49,0.43,0.49,98.34,5.98,78.56,3.18,5.16,27.05,7.11,262.94,263.56,4.82,3.27
1984,michigan,CORN,2620000.0,563405000.0,84.0,44.3,527.0,7119.0,54.3,34.3,-0.87,-0.87,-0.87,0.09,31.96,,,,12.96,,,,0.16,69.56,,18.52,0.49,0.43,0.49,98.34,5.98,78.56,3.18,5.16,27.05,7.11,262.94,263.56,4.82,3.27
1984,michigan,BEANS,390000.0,84084000.0,1100.0,44.3,527.0,7119.0,54.3,34.3,-0.87,-0.87,-0.87,0.09,31.96,,,,12.96,,,,0.16,69.56,,18.52,0.49,0.43,0.49,98.34,5.98,78.56,3.18,5.16,27.05,7.11,262.94,263.56,4.82,3.27
1984,minnesota,WHEAT,2553000.0,120711000.0,47.3,41.3,455.0,8752.0,51.7,30.9,1.27,1.27,-0.4,0.55,28.01,,,,13.04,,,,0.18,67.21,,18.37,0.52,0.52,0.56,96.83,5.25,78.56,0.24,2.33,25.9,4.49,250.19,251.31,5.12,3.57
1984,minnesota,POTATOES,78500.0,78519000.0,197.0,41.3,455.0,8752.0,51.7,30.9,1.27,1.27,-0.4,0.55,28.01,,,,13.04,,,,0.18,67.21,,18.37,0.52,0.52,0.56,96.83,5.25,78.56,0.24,2.33,25.9,4.49,250.19,251.31,5.12,3.57
1984,minnesota,CORN,6440000.0,1702028000.0,107.0,41.3,455.0,8752.0,51.7,30.9,1.27,1.27,-0.4,0.55,28.01,,,,13.04,,,,0.18,67.21,,18.37,0.52,0.52,0.56,96.83,5.25,78.56,0.24,2.33,25.9,4.49,250.19,251.31,5.12,3.57
1984,minnesota,BEANS,50000.0,13440000.0,1400.0,41.3,455.0,8752.0,51.7,30.9,1.27,1.27,-0.4,0.55,28.01,,,,13.04,,,,0.18,67.21,,18.37,0.52,0.52,0.56,96.83,5.25,78.56,0.24,2.33,25.9,4.49,250.19,251.31,5.12,3.57
1984,mississippi,WHEAT,660000.0,25080000.0,38.0,63.3,1938.0,2446.0,74.8,52.0,1.78,1.78,1.27,0.03,54.93,,,,15.09,,,,0.12,62.17,,20.35,0.79,0.8,0.79,100.18,9.89,76.81,12.06,14.55,30.49,16.86,200.12,153.06,1.82,0.06
1984,mississippi,CORN,70000.0,16660000.0,70.0,63.3,1938.0,2446.0,74.8,52.0,1.78,1.78,1.27,0.03,54.93,,,,15.09,,,,0.12,62.17,,20.35,0.79,0.8,0.79,100.18,9.89,76.81,12.06,14.55,30.49,16.86,200.12,153.06,1.82,0.06
1984,mississippi,RICE,190000.0,73393000.0,4350.0,63.3,1938.0,2446.0,74.8,52.0,1.78,1.78,1.27,0.03,54.93,,,,15.09,,,,0.12,62.17,,20.35,0.79,0.8,0.79,100.18,9.89,76.81,12.06,14.55,30.49,16.86,200.12,153.06,1.82,0.06
1984,mississippi,COTTON,1032000.0,443520000.0,767.0,63.3,1938.0,2446.0,74.8,52.0,1.78,1.78,1.27,0.03,54.93,,,,15.09,,,,0.12,62.17,,20.35,0.79,0.8,0.79,100.18,9.89,76.81,12.06,14.55,30.49,16.86,200.12,153.06,1.82,0.06
1984,missouri,WHEAT,2050000.0,84050000.0,41.0,54.4,1168.0,5177.0,65.3,43.5,-1.22,-1.22,-1.22,0.84,46.3,,,,13.93,,,,0.13,64.07,,19.77,0.73,0.75,0.75,99.0,7.57,78.12,7.17,9.38,28.85,11.62,218.94,224.0,4.27,2.79
1984,missouri,CORN,1930000.0,415336000.0,80.0,54.4,1168.0,5177.0,65.3,43.5,-1.22,-1.22,-1.22,0.84,46.3,,,,13.93,,,,0.13,64.07,,19.77,0.73,0.75,0.75,99.0,7.57,78.12,7.17,9.38,28.85,11.62,218.94,224.0,4.27,2.79
1984,missouri,RICE,76000.0,30389000.0,4600.0,54.4,1168.0,5177.0,65.3,43.5,-1.22,-1.22,-1.22,0.84,46.3,,,,13.93,,,,0.13,64.07,,19.77,0.73,0.75,0.75,99.0,7.57,78.12,7.17,9.38,28.85,11.62,218.94,224.0,4.27,2.79
1984,missouri,COTTON,162000.0,52510000.0,554.0,54.4,1168.0,5177.0,65.3,43.5,-1.22,-1.22,-1.22,0.84,46.3,,,,13.93,,,,0.13,64.07,,19.77,0.73,0.75,0.75,99.0,7.57,78.12,7.17,9.38,28.85,11.62,218.94,224.0,4.27,2.79
1984,montana,WHEAT,4640000.0,104655000.0,22.6,41.7,195.0,9027.0,53.5,29.8,-1.25,-1.25,-1.25,-0.26,16.51,,,,13.76,,,,0.21,71.63,,18.34,0.45,0.43,0.48,85.24,4.15,63.88,-2.45,1.4,25.51,5.48,281.62,283.19,4.87,3.22
1984,montana,POTATOES,7400.0,18278000.0,260.0,41.7,195.0,9027.0,53.5,29.8,-1.25,-1.25,-1.25,-0.26,16.51,,,,13.76,,,,0.21,71.63,,18.34,0.45,0.43,0.48,85.24,4.15,63.88,-2.45,1.4,25.51,5.48,281.62,283.19,4.87,3.22
1984,montana,CORN,15000.0,4278000.0,92.0,41.7,195.0,9027.0,53.5,29.8,-1.25,-1.25,-1.25,-0.26,16.51,,,,13.76,,,,0.21,71.63,,18.34,0.45,0.43,0.48,85.24,4.15,63.88,-2.45,1.4,25.51,5.48,281.62,283.19,4.87,3.22
1984,montana,BEANS,8000.0,2280000.0,1900.0,41.7,195.0,9027.0,53.5,29.8,-1.25,-1.25,-1.25,-0.26,16.51,,,,13.76,,,,0.21,71.63,,18.34,0.45,0.43,0.48,85.24,4.15,63.88,-2.45,1.4,25.51,5.48,281.62,283.19,4.87,3.22
1984,nebraska,WHEAT,2250000.0,81000000.0,36.0,48.2,985.0,6653.0,60.1,36.4,4.2,4.2,3.67,1.32,25.84,,,,15.19,,,,0.2,63.46,,20.0,0.4,0.36,0.4,91.85,5.86,66.0,2.13,5.63,27.79,9.33,280.88,288.06,5.17,3.58
1984,nebraska,POTATOES,10200.0,19209000.0,299.0,48.2,985.0,6653.0,60.1,36.4,4.2,4.2,3.67,1.32,25.84,,,,15.19,,,,0.2,63.46,,20.0,0.4,0.36,0.4,91.85,5.86,66.0,2.13,5.63,27.79,9.33,280.88,288.06,5.17,3.58
1984,nebraska,CORN,6950000.0,2079996000.0,116.0,48.2,985.0,6653.0,60.1,36.4,4.2,4.2,3.67,1.32,25.84,,,,15.19,,,,0.2,63.46,,20.0,0.4,0.36,0.4,91.85,5.86,66.0,2.13,5.63,27.79,9.33,280.88,288.06,5.17,3.58
1984,nebraska,BEANS,170000.0,48127000.0,1900.0,48.2,985.0,6653.0,60.1,36.4,4.2,4.2,3.67,1.32,25.84,,,,15.19,,,,0.2,63.46,,20.0,0.4,0.36,0.4,91.85,5.86,66.0,2.13,5.63,27.79,9.33,280.88,288.06,5.17,3.58
1984,nevada,WHEAT,24000.0,1840000.0,76.7,48.8,2001.0,3872.0,61.4,36.1,7.27,7.27,7.27,1.48,12.12,,,,17.06,,,,0.21,56.05,,21.21,0.42,0.43,0.4,78.21,3.97,54.0,-4.13,1.17,28.5,7.05,278.81,278.69,3.82,2.66
1984,nevada,POTATOES,10000.0,15180000.0,330.0,48.8,2001.0,3872.0,61.4,36.1,7.27,7.27,7.27,1.48,12.12,,,,17.06,,,,0.21,56.05,,21.21,0.42,0.43,0.4,78.21,3.97,54.0,-4.13,1.17,28.5,7.05,278.81,278.69,3.82,2.66
1984,new jersey,WHEAT,39000.0,1677000.0,43.0,52.2,708.0,5503.0,62.1,42.3,-0.56,3.15,2.45,0.35,49.13,,,,13.68,,,,0.14,69.4,,19.17,0.7,0.66,0.7,101.47,7.87,83.69,8.18,9.63,28.15,11.18,284.56,288.19,4.06,2.65
1984,new jersey,POTATOES,8500.0,13253000.0,215.0,52.2,708.0,5503.0,62.1,42.3,-0.56,3.15,2.45,0.35,49.13,,,,13.68,,,,0.14,69.4,,19.17,0.7,0.66,0.7,101.47,7.87,83.69,8.18,9.63,28.15,11.18,284.56,288.19,4.06,2.65
1984,new jersey,CORN,99000.0,29660000.0,107.0,52.2,708.0,5503.0,62.1,42.3,-0.56,3.15,2.45,0.35,49.13,,,,13.68,,,,0.14,69.4,,19.17,0.7,0.66,0.7,101.47,7.87,83.69,8.18,9.63,28.15,11.18,284.56,288.19,4.06,2.65
1984,new mexico,WHEAT,460000.0,11960000.0,26.0,52.4,797.0,4992.0,66.8,38.0,1.83,1.83,1.83,0.91,17.62,,,,18.48,,,,0.2,49.22,,21.31,0.41,0.41,0.39,80.61,5.19,52.31,-0.56,5.04,30.18,11.43,257.5,257.38,4.33,2.98
1984,new mexico,POTATOES,9100.0,17945000.0,290.0,52.4,797.0,4992.0,66.8,38.0,1.83,1.83,1.83,0.91,17.62,,,,18.48,,,,0.2,49.22,,21.31,0.41,0.41,0.39,80.61,5.19,52.31,-0.56,5.04,30.18,11.43,257.5,257.38,4.33,2.98
1984,new mexico,CORN,63000.0,28067000.0,150.0,52.4,797.0,4992.0,66.8,38.0,1.83,1.83,1.83,0.91,17.62,,,,18.48,,,,0.2,49.22,,21.31,0.41,0.41,0.39,80.61,5.19,52.31,-0.56,5.04,30.18,11.43,257.5,257.38,4.33,2.98
1984,new mexico,COTTON,69000.0,25933000.0,605.0,52.4,797.0,4992.0,66.8,38.0,1.83,1.83,1.83,0.91,17.62,,,,18.48,,,,0.2,49.22,,21.31,0.41,0.41,0.39,80.61,5.19,52.31,-0.56,5.04,30.18,11.43,257.5,257.38,4.33,2.98
1984,new york,WHEAT,170000.0,7820000.0,46.0,45.2,528.0,6271.0,55.1,35.3,2.59,2.59,2.59,0.33,42.59,,,,13.44,,,,0.16,69.63,,19.12,0.76,0.7,0.72,96.75,6.16,86.81,3.47,4.69,27.05,5.74,259.81,261.31,2.34,0.32
1984,new york,POTATOES,39000.0,61090000.0,262.0,45.2,528.0,6271.0,55.1,35.3,2.59,2.59,2.59,0.33,42.59,,,,13.44,,,,0.16,69.63,,19.12,0.76,0.7,0.72,96.75,6.16,86.81,3.47,4.69,27.05,5.74,259.81,261.31,2.34,0.32
1984,new york,CORN,670000.0,173765000.0,91.0,45.2,528.0,6271.0,55.1,35.3,2.59,2.59,2.59,0.33,42.59,,,,13.44,,,,0.16,69.63,,19.12,0.76,0.7,0.72,96.75,6.16,86.81,3.47,4.69,27.05,5.74,259.81,261.31,2.34,0.32
1984,new york,BEANS,31000.0,7700000.0,1200.0,45.2,528.0,6271.0,55.1,35.3,2.59,2.59,2.59,0.33,42.59,,,,13.44,,,,0.16,69.63,,19.12,0.76,0.7,0.72,96.75,6.16,86.81,3.47,4.69,27.05,5.74,259.81,261.31,2.34,0.32
1984,north carolina,WHEAT,620000.0,26660000.0,43.0,58.6,1257.0,3495.0,69.8,47.4,-0.37,2.77,2.28,0.31,50.95,,,,14.63,,,,0.11,63.48,,19.91,0.74,0.77,0.76,100.85,9.46,79.75,11.12,13.04,29.86,14.8,276.62,278.06,3.09,1.66
1984,north carolina,POTATOES,17900.0,20890000.0,162.0,58.6,1257.0,3495.0,69.8,47.4,-0.37,2.77,2.28,0.31,50.95,,,,14.63,,,,0.11,63.48,,19.91,0.74,0.77,0.76,100.85,9.46,79.75,11.12,13.04,29.86,14.8,276.62,278.06,3.09,1.66
1984,north carolina,CORN,1620000.0,408240000.0,90.0,58.6,1257.0,3495.0,69.8,47.4,-0.37,2.77,2.28,0.31,50.95,,,,14.63,,,,0.11,63.48,,19.91,0.74,0.77,0.76,100.85,9.46,79.75,11.12,13.04,29.86,14.8,276.62,278.06,3.09,1.66
1984,north carolina,COTTON,96000.0,36288000.0,600.0,58.6,1257.0,3495.0,69.8,47.4,-0.37,2.77,2.28,0.31,50.95,,,,14.63,,,,0.11,63.48,,19.91,0.74,0.77,0.76,100.85,9.46,79.75,11.12,13.04,29.86,14.8,276.62,278.06,3.09,1.66
1984,north dakota,WHEAT,8660000.0,284190000.0,32.8,41.0,501.0,9232.0,52.4,29.7,-2.18,-2.18,-2.18,-0.15,15.89,,,,13.64,,,,0.22,68.04,,18.32,0.45,0.42,0.43,94.69,4.52,68.19,-1.42,1.87,25.51,5.34,278.12,280.56,5.04,3.52
