State,Year,August Palmer Drought Severity Index (PDSI)
Missouri,1979,1.88
Missouri,1980,-3.29
Missouri,1981,3.25
Missouri,1982,3.54
Missouri,1983,-2.08
Missouri,1984,-1.22
Missouri,1985,3.41
Missouri,1986,0.96
Missouri,1987,0.61
Missouri,1988,-2.39
Missouri,1989,1.01
Missouri,1990,2.43
Missouri,1991,-1.77
Missouri,1992,1.15
Missouri,1993,4.76
Missouri,1994,2.79
Missouri,1995,-0.03
Missouri,1996,1.12
Missouri,1997,1.58
Missouri,1998,2.35
Missouri,1999,-1.15
Missouri,2000,-0.27
Missouri,2001,1.0
Missouri,2002,-0.8
Missouri,2003,-0.32
Missouri,2004,2.35
Missouri,2005,-1.2
Missouri,2006,-2.25
Missouri,2007,-0.77
Missouri,2008,4.33
Missouri,2009,4.19
Missouri,2010,3.59
Missouri,2011,-0.89
Missouri,2012,-4.31
Missouri,2013,2.18
Missouri,2014,0.69
Missouri,2015,3.8
Missouri,2016,3.18
Missouri,2017,2.36
Missouri,2018,0.55
Missouri,2019,4.66
Missouri,2020,3.62
Missouri,2021,2.5
Missouri,2022,-0.54
Missouri,2023,-1.12
Montana,1974,0.84
Montana,1975,4.65
Montana,1976,4.08
Montana,1977,0.13
Montana,1978,3.61
Montana,1979,-1.66
Montana,1980,-2.9
Montana,1981,-0.16
Montana,1982,2.96
Montana,1983,1.57
Montana,1984,-1.25
Montana,1985,0.64
Montana,1986,1.31
Montana,1987,1.31
Montana,1988,-7.25
Montana,1989,1.17
Montana,1990,-0.29
Montana,1991,-0.24
Montana,1992,-2.32
Montana,1993,5.25
Montana,1994,-1.78
Montana,1995,3.16
Montana,1996,2.09
Montana,1997,4.36
Montana,1998,-0.04
Montana,1999,1.52
Montana,2000,-3.91
Montana,2001,-5.85
Montana,2002,-4.03
Montana,2003,-3.63
Montana,2004,-3.84
Montana,2005,0.51
Montana,2006,-2.51
Montana,2007,-1.75
Montana,2008,0.94
Montana,2009,0.72
Montana,2010,3.04
Montana,2011,-0.22
Montana,2012,-3.03
Montana,2013,1.28
Montana,2014,2.86
Montana,2015,-2.07
Montana,2016,-2.41
Montana,2017,-3.58
Montana,2018,-0.44
Montana,2019,1.71
Montana,2020,-0.67
Montana,2021,-4.18
Montana,2022,-3.39
Montana,2023,-1.88
Nebraska,1974,-0.79
Nebraska,1975,-1.44
Nebraska,1976,-2.48
Nebraska,1977,2.41
Nebraska,1978,2.54
Nebraska,1979,3.42
Nebraska,1980,-1.06
Nebraska,1981,1.03
Nebraska,1982,2.64
Nebraska,1983,4.67
Nebraska,1984,4.2
Nebraska,1985,1.27
Nebraska,1986,2.48
Nebraska,1987,3.78
Nebraska,1988,-1.31
Nebraska,1989,-4.34
Nebraska,1990,-2.89
Nebraska,1991,-3.52
Nebraska,1992,2.96
Nebraska,1993,8.12
Nebraska,1994,4.26
Nebraska,1995,4.09
Nebraska,1996,2.79
Nebraska,1997,2.25
Nebraska,1998,4.12
Nebraska,1999,4.5
Nebraska,2000,-3.23
Nebraska,2001,0.35
Nebraska,2002,-4.31
Nebraska,2003,-3.52
Nebraska,2004,-2.78
Nebraska,2005,-0.01
Nebraska,2006,0.32
Nebraska,2007,2.92
Nebraska,2008,3.7
Nebraska,2009,5.77
Nebraska,2010,7.37
Nebraska,2011,5.52
Nebraska,2012,-5.7
Nebraska,2013,-3.29
Nebraska,2014,2.6
Nebraska,2015,3.5
Nebraska,2016,3.91
Nebraska,2017,1.64
Nebraska,2018,3.23
Nebraska,2019,8.51
Nebraska,2020,-0.83
Nebraska,2021,-1.02
Nebraska,2022,-5.47
Nebraska,2023,-2.95
Nevada,1974,-2.8
Nevada,1975,2.47
Nevada,1976,0.51
Nevada,1977,-2.63
Nevada,1978,2.77
Nevada,1979,2.87
Nevada,1980,4.13
Nevada,1981,-3.93
Nevada,1982,1.84
Nevada,1983,7.71
Nevada,1984,7.27
Nevada,1985,-2.21
Nevada,1986,-1.05
Nevada,1987,-2.13
Nevada,1988,-0.67
Nevada,1989,-2.42
Nevada,1990,-3.67
Nevada,1991,-2.58
Nevada,1992,-4.1
Nevada,1993,0.04
Nevada,1994,-3.96
Nevada,1995,7.67
Nevada,1996,-1.21
Nevada,1997,0.62
Nevada,1998,7.56
Nevada,1999,-0.78
Nevada,2000,-3.11
Nevada,2001,-4.03
Nevada,2002,-5.22
Nevada,2003,-3.83
Nevada,2004,0.11
Nevada,2005,5.77
Nevada,2006,-0.9
Nevada,2007,-5.85
Nevada,2008,-4.07
Nevada,2009,-2.75
Nevada,2010,-0.98
Nevada,2011,-0.21
Nevada,2012,-4.66
Nevada,2013,-5.36
Nevada,2014,-4.55
Nevada,2015,-5.53
Nevada,2016,-1.4
Nevada,2017,1.66
Nevada,2018,-4.56
Nevada,2019,-0.35
Nevada,2020,-4.0
Nevada,2021,-6.11
Nevada,2022,0.68
Nevada,2023,5.31
New Hampshire,1974,-0.79
New Hampshire,1975,0.79
New Hampshire,1976,2.32
New Hampshire,1977,0.07
New Hampshire,1978,-1.33
New Hampshire,1979,0.36
New Hampshire,1980,-2.52
New Hampshire,1981,1.61
New Hampshire,1982,-0.43
New Hampshire,1983,-1.04
New Hampshire,1984,-0.86
New Hampshire,1985,0.39
New Hampshire,1986,1.84
New Hampshire,1987,0.05
New Hampshire,1988,1.58
New Hampshire,1989,1.6
New Hampshire,1990,2.95
New Hampshire,1991,1.9
New Hampshire,1992,0.53
New Hampshire,1993,-1.76
New Hampshire,1994,0.4
New Hampshire,1995,-2.72
New Hampshire,1996,2.89
New Hampshire,1997,2.45
New Hampshire,1998,-0.31
New Hampshire,1999,-2.34
New Hampshire,2000,-0.06
New Hampshire,2001,-2.4
New Hampshire,2002,-2.2
New Hampshire,2003,0.85
New Hampshire,2004,1.83
New Hampshire,2005,2.12
New Hampshire,2006,5.55
New Hampshire,2007,2.84
New Hampshire,2008,4.92
New Hampshire,2009,5.22
New Hampshire,2010,1.36
New Hampshire,2011,3.76
New Hampshire,2012,0.71
New Hampshire,2013,2.05
New Hampshire,2014,2.27
New Hampshire,2015,0.87
New Hampshire,2016,-1.79
New Hampshire,2017,1.41
New Hampshire,2018,0.84
New Hampshire,2019,2.28
New Hampshire,2020,-1.65
New Hampshire,2021,2.44
New Hampshire,2022,-1.37
New Hampshire,2023,3.86
New Jersey,1974,0.35
New Jersey,1975,2.91
New Jersey,1976,-1.68
New Jersey,1977,0.0
New Jersey,1978,2.31
New Jersey,1979,2.64
New Jersey,1980,-1.84
New Jersey,1981,-2.18
New Jersey,1982,-0.51
New Jersey,1983,-1.46
New Jersey,1984,-0.56
New Jersey,1985,0.47
New Jersey,1986,-1.29
New Jersey,1987,0.2
New Jersey,1988,-1.61
New Jersey,1989,2.92
New Jersey,1990,1.49
New Jersey,1991,-1.27
New Jersey,1992,0.97
New Jersey,1993,-2.37
New Jersey,1994,0.66
New Jersey,1995,-3.51
New Jersey,1996,2.39
New Jersey,1997,1.82
New Jersey,1998,-1.4
New Jersey,1999,-3.79
New Jersey,2000,1.27
New Jersey,2001,-0.61
New Jersey,2002,-3.59
New Jersey,2003,2.48
New Jersey,2004,2.15
New Jersey,2005,-1.39
New Jersey,2006,1.37
New Jersey,2007,-0.89
New Jersey,2008,-1.54
New Jersey,2009,2.52
New Jersey,2010,-2.84
New Jersey,2011,3.36
New Jersey,2012,-2.03
New Jersey,2013,2.21
New Jersey,2014,-0.04
New Jersey,2015,-0.91
New Jersey,2016,-2.0
New Jersey,2017,1.27
New Jersey,2018,1.68
New Jersey,2019,-0.14
New Jersey,2020,0.72
New Jersey,2021,1.59
New Jersey,2022,-2.75
New Jersey,2023,0.46
New Mexico,1974,0.55
New Mexico,1975,2.0
New Mexico,1976,-2.3
New Mexico,1977,-0.76
New Mexico,1978,-1.53
New Mexico,1979,4.74
New Mexico,1980,-2.16
New Mexico,1981,1.14
New Mexico,1982,0.03
New Mexico,1983,1.26
New Mexico,1984,1.83
New Mexico,1985,4.86
New Mexico,1986,3.36
New Mexico,1987,6.9
New Mexico,1988,4.68
New Mexico,1989,-2.17
New Mexico,1990,1.09
New Mexico,1991,2.73
New Mexico,1992,5.92
New Mexico,1993,3.8
New Mexico,1994,-2.02
New Mexico,1995,-1.32
New Mexico,1996,1.07
New Mexico,1997,1.44
New Mexico,1998,-0.4
New Mexico,1999,1.92
New Mexico,2000,-4.09
New Mexico,2001,-0.52
New Mexico,2002,-4.53
New Mexico,2003,-4.81
New Mexico,2004,0.22
New Mexico,2005,-0.48
New Mexico,2006,2.3
New Mexico,2007,-0.61
New Mexico,2008,1.59
New Mexico,2009,-3.37
New Mexico,2010,-0.23
New Mexico,2011,-6.03
New Mexico,2012,-5.5
New Mexico,2013,-4.56
New Mexico,2014,0.17
New Mexico,2015,1.79
New Mexico,2016,-1.84
New Mexico,2017,0.54
New Mexico,2018,-4.83
New Mexico,2019,-2.74
New Mexico,2020,-4.27
New Mexico,2021,-3.13
New Mexico,2022,-3.36
New Mexico,2023,-3.85
New York,1974,1.62
New York,1975,2.13
New York,1976,4.53
New York,1977,1.98
New York,1978,-1.37
New York,1979,0.4
New York,1980,-1.24
New York,1981,0.2
New York,1982,-0.65
New York,1983,-0.88
New York,1984,2.59
New York,1985,-0.41
New York,1986,2.7
New York,1987,0.55
New York,1988,-1.42
New York,1989,1.61
New York,1990,2.63
New York,1991,-2.09
New York,1992,2.32
New York,1993,-2.04
New York,1994,2.36
New York,1995,-3.76
New York,1996,2.81
New York,1997,1.88
New York,1998,-0.14
New York,1999,-3.53
New York,2000,3.22
New York,2001,-2.2
New York,2002,-1.77
New York,2003,1.67
New York,2004,3.84
New York,2005,0.95
New York,2006,3.18
New York,2007,1.22
New York,2008,2.84
New York,2009,3.52
New York,2010,1.16
New York,2011,5.09
New York,2012,-2.57
New York,2013,2.26
New York,2014,3.01
New York,2015,-0.36
New York,2016,-1.76
New York,2017,2.97
New York,2018,1.69
New York,2019,3.2
New York,2020,-0.82
New York,2021,3.03
New York,2022,-0.85
New York,2023,2.88
North Carolina,1974,1.9
North Carolina,1975,1.83
North Carolina,1976,0.32
North Carolina,1977,-2.24
North Carolina,1978,-0.02
North Carolina,1979,1.63
North Carolina,1980,-1.93
North Carolina,1981,-2.19
North Carolina,1982,1.06
North Carolina,1983,-2.28
North Carolina,1984,-0.37
North Carolina,1985,0.95
North Carolina,1986,-3.8
North Carolina,1987,-2.62
North Carolina,1988,-2.6
North Carolina,1989,3.13
North Carolina,1990,-1.96
North Carolina,1991,-0.21
North Carolina,1992,1.0
North Carolina,1993,-3.25
North Carolina,1994,0.6
North Carolina,1995,1.39
North Carolina,1996,1.52
North Carolina,1997,-1.36
North Carolina,1998,-1.26
North Carolina,1999,-3.03
North Carolina,2000,-1.23
North Carolina,2001,-1.43
North Carolina,2002,-4.73
North Carolina,2003,4.6
North Carolina,2004,1.2
North Carolina,2005,-0.34
North Carolina,2006,0.69
North Carolina,2007,-4.28
North Carolina,2008,-3.91
North Carolina,2009,-0.52
North Carolina,2010,-2.87
North Carolina,2011,-2.94
North Carolina,2012,-0.33
North Carolina,2013,3.1
North Carolina,2014,0.06
North Carolina,2015,-1.72
North Carolina,2016,-1.31
North Carolina,2017,-0.42
North Carolina,2018,1.55
North Carolina,2019,-1.16
North Carolina,2020,2.77
North Carolina,2021,1.05
North Carolina,2022,-2.09
North Carolina,2023,-0.64
North Dakota,1974,-0.49
North Dakota,1975,4.27
North Dakota,1976,-2.49
North Dakota,1977,0.06
North Dakota,1978,2.77
North Dakota,1979,-0.14
North Dakota,1980,1.61
North Dakota,1981,-1.82
North Dakota,1982,1.14
North Dakota,1983,3.1
North Dakota,1984,-2.18
North Dakota,1985,1.01
North Dakota,1986,3.08
North Dakota,1987,1.67
North Dakota,1988,-7.07
North Dakota,1989,-4.1
North Dakota,1990,-3.57
North Dakota,1991,-3.22
North Dakota,1992,-1.94
North Dakota,1993,6.76
North Dakota,1994,4.23
North Dakota,1995,6.76
North Dakota,1996,4.01
North Dakota,1997,3.69
North Dakota,1998,-0.16
North Dakota,1999,6.14
North Dakota,2000,3.45
North Dakota,2001,-0.51
North Dakota,2002,-1.46
North Dakota,2003,-1.58
North Dakota,2004,1.22
North Dakota,2005,3.38
North Dakota,2006,-2.98
North Dakota,2007,-0.13
North Dakota,2008,-2.47
North Dakota,2009,4.43
North Dakota,2010,6.41
North Dakota,2011,9.49
North Dakota,2012,-2.9
North Dakota,2013,3.76
North Dakota,2014,7.38
North Dakota,2015,-0.34
North Dakota,2016,1.02
North Dakota,2017,-2.96
North Dakota,2018,-2.64
North Dakota,2019,2.1
North Dakota,2020,4.15
North Dakota,2021,-5.41
North Dakota,2022,-0.29
North Dakota,2023,0.65
Ohio,1974,1.93
Ohio,1975,2.05
Ohio,1976,1.14
Ohio,1977,0.73
Ohio,1978,-0.08
Ohio,1979,3.31
Ohio,1980,4.83
Ohio,1981,2.22
Ohio,1982,-0.96
Ohio,1983,-1.49
Ohio,1984,-1.19
Ohio,1985,-0.9
Ohio,1986,0.43
Ohio,1987,-1.25
Ohio,1988,-4.06
Ohio,1989,2.02
Ohio,1990,3.39
Ohio,1991,-3.27
Ohio,1992,2.86
Ohio,1993,-1.44
Ohio,1994,0.5
Ohio,1995,-0.29
Ohio,1996,2.1
Ohio,1997,3.43
Ohio,1998,-0.04
Ohio,1999,-2.95
Ohio,2000,1.29
Ohio,2001,-0.43
Ohio,2002,-1.9
Ohio,2003,3.26
Ohio,2004,3.85
Ohio,2005,-1.1
Ohio,2006,1.05
Ohio,2007,0.68
Ohio,2008,-0.7
Ohio,2009,0.31
Ohio,2010,-0.77
Ohio,2011,2.52
Ohio,2012,-3.27
Ohio,2013,1.81
Ohio,2014,2.53
Ohio,2015,-0.26
Ohio,2016,-0.97
Ohio,2017,1.79
Ohio,2018,2.64
Ohio,2019,4.78
Ohio,2020,-1.02
Ohio,2021,1.29
Ohio,2022,2.39
Ohio,2023,1.21
Oklahoma,1974,2.45
Oklahoma,1975,4.33
Oklahoma,1976,-1.39
Oklahoma,1977,-0.84
Oklahoma,1978,-2.29
Oklahoma,1979,2.3
Oklahoma,1980,-2.56
Oklahoma,1981,0.43
Oklahoma,1982,2.34
Oklahoma,1983,-1.17
Oklahoma,1984,-1.89
Oklahoma,1985,2.56
Oklahoma,1986,1.7
Oklahoma,1987,3.31
Oklahoma,1988,-2.31
Oklahoma,1989,2.8
Oklahoma,1990,-1.03
Oklahoma,1991,0.36
Oklahoma,1992,4.36
Oklahoma,1993,3.73
Oklahoma,1994,1.62
Oklahoma,1995,3.83
Oklahoma,1996,1.89
Oklahoma,1997,3.68
Oklahoma,1998,-3.07
Oklahoma,1999,-0.64
Oklahoma,2000,-0.95
Oklahoma,2001,-1.98
Oklahoma,2002,0.66
Oklahoma,2003,-0.21
Oklahoma,2004,2.0
Oklahoma,2005,-0.26
Oklahoma,2006,-5.48
Oklahoma,2007,4.59
Oklahoma,2008,3.63
Oklahoma,2009,0.91
Oklahoma,2010,-0.33
Oklahoma,2011,-5.61
Oklahoma,2012,-3.8
Oklahoma,2013,1.98
Oklahoma,2014,-0.01
Oklahoma,2015,4.26
Oklahoma,2016,-0.03
Oklahoma,2017,2.27
Oklahoma,2018,0.56
Oklahoma,2019,4.99
Oklahoma,2020,2.83
Oklahoma,2021,2.77
Oklahoma,2022,-2.48
Oklahoma,2023,1.64
Oregon,1974,-1.29
Oregon,1975,1.57
Oregon,1976,1.19
Oregon,1977,0.67
Oregon,1978,1.71
Oregon,1979,0.49
Oregon,1980,-0.17
Oregon,1981,1.08
Oregon,1982,2.41
Oregon,1983,5.0
Oregon,1984,4.19
Oregon,1985,-2.52
Oregon,1986,-1.5
Oregon,1987,-1.73
Oregon,1988,-1.72
Oregon,1989,-0.05
Oregon,1990,-0.59
Oregon,1991,-0.01
Oregon,1992,-3.69
Oregon,1993,3.99
Oregon,1994,-3.03
Oregon,1995,2.69
Oregon,1996,2.47
Oregon,1997,2.64
Oregon,1998,2.48
Oregon,1999,-0.28
Oregon,2000,-1.92
Oregon,2001,-3.17
Oregon,2002,-3.01
Oregon,2003,-2.96
Oregon,2004,-1.29
Oregon,2005,1.23
Oregon,2006,-1.19
Oregon,2007,-2.42
Oregon,2008,-1.23
Oregon,2009,-0.95
Oregon,2010,2.27
Oregon,2011,-0.16
Oregon,2012,1.64
Oregon,2013,-1.73
Oregon,2014,-1.55
Oregon,2015,-3.7
Oregon,2016,-2.81
Oregon,2017,-1.72
Oregon,2018,-3.15
Oregon,2019,0.28
Oregon,2020,-1.6
Oregon,2021,-5.24
Oregon,2022,-0.41
Oregon,2023,-1.69
Pennsylvania,1974,1.62
Pennsylvania,1975,2.4
Pennsylvania,1976,1.24
Pennsylvania,1977,0.84
Pennsylvania,1978,2.16
Pennsylvania,1979,1.63
Pennsylvania,1980,-0.22
Pennsylvania,1981,-0.6
Pennsylvania,1982,-0.71
Pennsylvania,1983,-1.5
Pennsylvania,1984,3.5
Pennsylvania,1985,0.43
Pennsylvania,1986,0.9
Pennsylvania,1987,0.39
Pennsylvania,1988,-2.0
Pennsylvania,1989,-0.65
Pennsylvania,1990,1.6
Pennsylvania,1991,-3.99
Pennsylvania,1992,1.56
Pennsylvania,1993,-2.17
Pennsylvania,1994,3.89
Pennsylvania,1995,-3.1
Pennsylvania,1996,2.8
Pennsylvania,1997,1.51
Pennsylvania,1998,-1.05
Pennsylvania,1999,-3.96
Pennsylvania,2000,0.62
Pennsylvania,2001,-2.21
Pennsylvania,2002,-2.85
Pennsylvania,2003,2.83
Pennsylvania,2004,4.8
Pennsylvania,2005,-1.95
Pennsylvania,2006,1.8
Pennsylvania,2007,-0.69
Pennsylvania,2008,-0.64
Pennsylvania,2009,1.86
Pennsylvania,2010,-1.69
Pennsylvania,2011,2.83
Pennsylvania,2012,-1.8
Pennsylvania,2013,1.24
Pennsylvania,2014,2.0
Pennsylvania,2015,-0.54
Pennsylvania,2016,-1.93
Pennsylvania,2017,2.1
Pennsylvania,2018,4.77
Pennsylvania,2019,5.57
Pennsylvania,2020,-1.15
Pennsylvania,2021,1.79
Pennsylvania,2022,-1.07
Pennsylvania,2023,1.69
Rhode Island,1974,-1.07
Rhode Island,1975,0.27
Rhode Island,1976,1.1
Rhode Island,1977,0.2
Rhode Island,1978,-0.24
Rhode Island,1979,2.1
Rhode Island,1980,-1.16
Rhode Island,1981,-2.68
Rhode Island,1982,-0.14
Rhode Island,1983,1.81
Rhode Island,1984,-0.82
Rhode Island,1985,2.42
Rhode Island,1986,1.72
Rhode Island,1987,-2.13
Rhode Island,1988,-0.76
Rhode Island,1989,3.11
Rhode Island,1990,2.4
Rhode Island,1991,0.83
Rhode Island,1992,1.67
Rhode Island,1993,-2.59
Rhode Island,1994,-0.96
Rhode Island,1995,-2.72
Rhode Island,1996,1.17
Rhode Island,1997,-0.57
Rhode Island,1998,-0.31
Rhode Island,1999,-2.95
Rhode Island,2000,1.73
Rhode Island,2001,1.76
Rhode Island,2002,-2.26
Rhode Island,2003,2.36
Rhode Island,2004,0.61
Rhode Island,2005,-1.55
Rhode Island,2006,3.53
Rhode Island,2007,-1.2
Rhode Island,2008,0.8
Rhode Island,2009,3.51
Rhode Island,2010,2.26
Rhode Island,2011,1.93
Rhode Island,2012,0.67
Rhode Island,2013,-0.32
Rhode Island,2014,-0.38
Rhode Island,2015,-1.5
Rhode Island,2016,-2.55
Rhode Island,2017,-0.58
Rhode Island,2018,-1.33
Rhode Island,2019,3.5
Rhode Island,2020,-2.11
Rhode Island,2021,1.79
Rhode Island,2022,-2.56
Rhode Island,2023,2.11
South Carolina,1974,1.18
South Carolina,1975,2.85
South Carolina,1976,1.54
South Carolina,1977,-2.19
South Carolina,1978,-0.77
South Carolina,1979,1.59
South Carolina,1980,-2.41
South Carolina,1981,-2.38
South Carolina,1982,1.21
South Carolina,1983,-2.44
South Carolina,1984,-0.3
South Carolina,1985,1.34
South Carolina,1986,0.95
South Carolina,1987,-2.28
South Carolina,1988,-2.29
South Carolina,1989,1.88
South Carolina,1990,-2.42
South Carolina,1991,3.09
South Carolina,1992,1.02
South Carolina,1993,-3.15
South Carolina,1994,1.7
South Carolina,1995,2.81
South Carolina,1996,0.0
South Carolina,1997,0.77
South Carolina,1998,-1.88
South Carolina,1999,-3.06
South Carolina,2000,-3.07
South Carolina,2001,-2.92
South Carolina,2002,-4.82
South Carolina,2003,0.01
South Carolina,2004,0.63
South Carolina,2005,-0.04
South Carolina,2006,-1.75
South Carolina,2007,-3.01
South Carolina,2008,0.36
South Carolina,2009,-1.02
South Carolina,2010,-2.02
South Carolina,2011,-4.75
South Carolina,2012,1.34
South Carolina,2013,4.02
South Carolina,2014,-0.86
South Carolina,2015,-2.14
South Carolina,2016,-2.09
South Carolina,2017,-0.18
South Carolina,2018,-0.62
South Carolina,2019,-1.95
South Carolina,2020,2.46
South Carolina,2021,0.91
South Carolina,2022,-1.41
South Carolina,2023,1.55
South Dakota,1974,-2.2
South Dakota,1975,-0.59
South Dakota,1976,-4.17
South Dakota,1977,0.58
South Dakota,1978,4.93
South Dakota,1979,3.22
South Dakota,1980,-3.6
South Dakota,1981,-3.95
South Dakota,1982,3.0
South Dakota,1983,5.27
South Dakota,1984,5.46
South Dakota,1985,0.51
South Dakota,1986,4.64
South Dakota,1987,-1.1
South Dakota,1988,-4.91
South Dakota,1989,-4.22
South Dakota,1990,-1.97
South Dakota,1991,-0.38
South Dakota,1992,2.28
South Dakota,1993,7.31
South Dakota,1994,4.27
South Dakota,1995,6.64
South Dakota,1996,4.2
South Dakota,1997,7.99
South Dakota,1998,5.05
South Dakota,1999,7.44
South Dakota,2000,2.2
South Dakota,2001,-0.61
South Dakota,2002,-3.48
South Dakota,2003,-2.98
South Dakota,2004,-0.41
South Dakota,2005,-0.31
South Dakota,2006,0.15
South Dakota,2007,1.17
South Dakota,2008,2.91
South Dakota,2009,6.05
South Dakota,2010,8.42
South Dakota,2011,8.85
South Dakota,2012,-4.24
South Dakota,2013,2.27
South Dakota,2014,6.68
South Dakota,2015,4.71
South Dakota,2016,2.38
South Dakota,2017,0.69
South Dakota,2018,1.52
South Dakota,2019,9.15
South Dakota,2020,6.58
South Dakota,2021,-3.36
South Dakota,2022,-0.55
South Dakota,2023,2.31
Tennessee,1974,3.79
Tennessee,1975,2.68
Tennessee,1976,1.23
Tennessee,1977,-0.87
Tennessee,1978,0.8
Tennessee,1979,3.63
Tennessee,1980,-1.88
Tennessee,1981,1.13
Tennessee,1982,0.83
Tennessee,1983,-1.73
Tennessee,1984,1.64
Tennessee,1985,1.07
Tennessee,1986,-3.07
Tennessee,1987,-3.09
Tennessee,1988,-3.8
Tennessee,1989,4.0
Tennessee,1990,1.12
Tennessee,1991,1.94
Tennessee,1992,2.02
Tennessee,1993,-1.48
Tennessee,1994,3.43
Tennessee,1995,0.83
Tennessee,1996,1.92
Tennessee,1997,3.41
Tennessee,1998,-0.08
Tennessee,1999,-1.21
Tennessee,2000,-2.26
Tennessee,2001,0.82
Tennessee,2002,-1.36
Tennessee,2003,3.91
Tennessee,2004,2.85
Tennessee,2005,0.91
Tennessee,2006,-1.82
Tennessee,2007,-4.96
Tennessee,2008,-2.2
Tennessee,2009,2.04
Tennessee,2010,-0.63
Tennessee,2011,0.6
Tennessee,2012,-2.7
Tennessee,2013,3.92
Tennessee,2014,2.58
Tennessee,2015,2.4
Tennessee,2016,-0.36
Tennessee,2017,2.0
Tennessee,2018,2.44
Tennessee,2019,4.55
Tennessee,2020,4.64
Tennessee,2021,3.79
Tennessee,2022,-0.43
Tennessee,2023,1.93
Texas,1974,1.67
Texas,1975,5.2
Texas,1976,0.6
Texas,1977,-0.91
Texas,1978,0.14
Texas,1979,4.8
Texas,1980,-2.36
Texas,1981,2.04
Texas,1982,-0.64
Texas,1983,-0.1
Texas,1984,-2.82
Texas,1985,1.61
Texas,1986,0.59
Texas,1987,5.39
Texas,1988,-1.23
Texas,1989,-0.76
Texas,1990,0.36
Texas,1991,1.95
Texas,1992,6.27
Texas,1993,-0.46
Texas,1994,-1.33
Texas,1995,2.81
Texas,1996,1.43
Texas,1997,3.8
Texas,1998,0.51
Texas,1999,-0.57
Texas,2000,-5.32
Texas,2001,-1.1
Texas,2002,0.36
Texas,2003,-1.26
Texas,2004,3.37
Texas,2005,-0.37
Texas,2006,-5.28
Texas,2007,7.7
Texas,2008,-1.82
Texas,2009,-4.7
Texas,2010,-0.46
Texas,2011,-7.86
Texas,2012,-4.01
Texas,2013,-4.67
Texas,2014,-3.2
Texas,2015,4.19
Texas,2016,5.75
Texas,2017,2.47
Texas,2018,-3.69
Texas,2019,-0.62
Texas,2020,-2.48
Texas,2021,2.53
Texas,2022,-5.08
Texas,2023,-4.65
Utah,1974,-3.23
Utah,1975,-0.09
Utah,1976,-1.5
Utah,1977,-4.85
Utah,1978,1.12
Utah,1979,-0.33
Utah,1980,3.66
Utah,1981,-2.62
Utah,1982,2.66
Utah,1983,7.27
Utah,1984,6.7
Utah,1985,3.12
Utah,1986,3.02
Utah,1987,0.65
Utah,1988,-0.96
Utah,1989,-3.62
Utah,1990,-5.34
Utah,1991,-2.5
Utah,1992,-2.41
Utah,1993,3.08
Utah,1994,-3.07
Utah,1995,5.69
Utah,1996,-3.11
Utah,1997,3.6
Utah,1998,4.94
Utah,1999,3.63
Utah,2000,-3.79
Utah,2001,-2.15
Utah,2002,-6.6
Utah,2003,-4.93
Utah,2004,-3.11
Utah,2005,5.23
Utah,2006,-2.1
Utah,2007,-3.51
Utah,2008,-1.79
Utah,2009,-1.71
Utah,2010,0.82
Utah,2011,5.7
Utah,2012,-4.59
Utah,2013,-4.17
Utah,2014,-2.75
Utah,2015,-2.22
Utah,2016,-2.15
Utah,2017,-0.76
Utah,2018,-5.67
Utah,2019,-0.69
Utah,2020,-3.81
Utah,2021,-5.11
Utah,2022,-4.65
Utah,2023,2.81
Vermont,1974,3.27
Vermont,1975,0.39
Vermont,1976,4.66
Vermont,1977,0.25
Vermont,1978,-0.83
Vermont,1979,-1.29
Vermont,1980,-2.66
Vermont,1981,1.36
Vermont,1982,-0.82
Vermont,1983,1.73
Vermont,1984,-0.43
Vermont,1985,0.16
Vermont,1986,2.15
Vermont,1987,0.38
Vermont,1988,-1.31
Vermont,1989,1.47
Vermont,1990,3.34
Vermont,1991,0.65
Vermont,1992,0.24
Vermont,1993,-1.05
Vermont,1994,1.6
Vermont,1995,-2.67
Vermont,1996,3.27
Vermont,1997,2.47
Vermont,1998,3.26
Vermont,1999,-3.02
Vermont,2000,2.85
Vermont,2001,-2.83
Vermont,2002,-1.43
Vermont,2003,0.61
Vermont,2004,2.95
Vermont,2005,1.04
Vermont,2006,4.35
Vermont,2007,2.68
Vermont,2008,5.23
Vermont,2009,3.87
Vermont,2010,1.28
Vermont,2011,6.13
Vermont,2012,-2.12
Vermont,2013,2.7
Vermont,2014,-0.04
Vermont,2015,-0.56
Vermont,2016,-1.09
Vermont,2017,-0.07
Vermont,2018,-1.18
Vermont,2019,2.24
Vermont,2020,-1.4
Vermont,2021,1.14
Vermont,2022,-1.36
Vermont,2023,4.06
Virginia,1974,0.84
Virginia,1975,2.21
Virginia,1976,-2.17
Virginia,1977,-3.15
Virginia,1978,2.54
Virginia,1979,2.31
Virginia,1980,-1.93
Virginia,1981,-2.64
Virginia,1982,1.26
Virginia,1983,-2.13
Virginia,1984,0.72
Virginia,1985,0.95
Virginia,1986,-3.23
Virginia,1987,-2.58
Virginia,1988,-2.05
Virginia,1989,3.19
Virginia,1990,-0.87
Virginia,1991,-1.88
Virginia,1992,0.83
Virginia,1993,-2.25
Virginia,1994,0.86
Virginia,1995,-1.35
Virginia,1996,2.57
Virginia,1997,-1.26
Virginia,1998,-1.6
Virginia,1999,-4.32
