Year,State,Commodity,ACRES HARVESTED,"PRODUCTION, MEASURED IN $",YIELD
2009,MISSOURI,WHEAT,715000.0,33605000.0,47.0
2009,MONTANA,WHEAT,5255000.0,175125000.0,33.3
2009,NEBRASKA,WHEAT,1610000.0,77280000.0,48.0
2009,NEVADA,WHEAT,9000.0,864000.0,96.0
2009,NEW JERSEY,WHEAT,29000.0,1479000.0,51.0
2009,NEW MEXICO,WHEAT,150000.0,3000000.0,20.0
2009,NEW YORK,WHEAT,100000.0,6500000.0,65.0
2009,NORTH CAROLINA,WHEAT,575000.0,28175000.0,49.0
2009,NORTH DAKOTA,WHEAT,8415000.0,377190000.0,44.8
2009,OHIO,WHEAT,950000.0,67450000.0,71.0
2009,OKLAHOMA,WHEAT,3400000.0,74800000.0,22.0
2009,OREGON,WHEAT,917000.0,51098000.0,55.7
2009,PENNSYLVANIA,WHEAT,150000.0,8400000.0,56.0
2009,SOUTH CAROLINA,WHEAT,160000.0,7520000.0,47.0
2009,SOUTH DAKOTA,WHEAT,3058000.0,129636000.0,42.4
2009,TENNESSEE,WHEAT,325000.0,16250000.0,50.0
2009,TEXAS,WHEAT,2450000.0,61250000.0,25.0
2009,UTAH,WHEAT,147000.0,7278000.0,49.5
2009,VIRGINIA,WHEAT,220000.0,12760000.0,58.0
2009,WASHINGTON,WHEAT,2265000.0,123765000.0,54.6
2009,WEST VIRGINIA,WHEAT,5000.0,250000.0,50.0
2009,WISCONSIN,WHEAT,315000.0,21420000.0,68.0
2009,WYOMING,WHEAT,125000.0,4750000.0,38.0
2010,ALABAMA,WHEAT,80000.0,4400000.0,55.0
2010,ARIZONA,WHEAT,71000.0,7895000.0,111.2
2010,ARKANSAS,WHEAT,135000.0,7290000.0,54.0
2010,CALIFORNIA,WHEAT,425000.0,36325000.0,85.5
2010,COLORADO,WHEAT,2375000.0,103350000.0,43.5
2010,DELAWARE,WHEAT,47000.0,2726000.0,58.0
2010,FLORIDA,WHEAT,7000.0,287000.0,41.0
2010,GEORGIA,WHEAT,102000.0,4080000.0,40.0
2010,IDAHO,WHEAT,1342000.0,107842000.0,80.4
2010,ILLINOIS,WHEAT,270000.0,15390000.0,57.0
2010,INDIANA,WHEAT,235000.0,14100000.0,60.0
2010,IOWA,WHEAT,10000.0,460000.0,46.0
2010,KANSAS,WHEAT,8000000.0,360000000.0,45.0
2010,KENTUCKY,WHEAT,195000.0,12870000.0,66.0
2010,LOUISIANA,WHEAT,105000.0,5355000.0,51.0
2010,MARYLAND,WHEAT,130000.0,7800000.0,60.0
2010,MICHIGAN,WHEAT,495000.0,34650000.0,70.0
2010,MINNESOTA,WHEAT,1605000.0,87835000.0,54.7
2010,MISSISSIPPI,WHEAT,90000.0,4230000.0,47.0
2010,MISSOURI,WHEAT,260000.0,11960000.0,46.0
2010,MONTANA,WHEAT,5140000.0,214180000.0,41.7
2010,NEBRASKA,WHEAT,1490000.0,64070000.0,43.0
2010,NEVADA,WHEAT,6000.0,616000.0,102.7
2010,NEW JERSEY,WHEAT,20000.0,980000.0,49.0
2010,NEW MEXICO,WHEAT,290000.0,8120000.0,28.0
2010,NEW YORK,WHEAT,95000.0,6365000.0,67.0
2010,NORTH CAROLINA,WHEAT,330000.0,12540000.0,38.0
2010,NORTH DAKOTA,WHEAT,8290000.0,356600000.0,43.0
2010,OHIO,WHEAT,700000.0,42700000.0,61.0
2010,OKLAHOMA,WHEAT,3850000.0,119350000.0,31.0
2010,OREGON,WHEAT,912000.0,61348000.0,67.3
2010,PENNSYLVANIA,WHEAT,130000.0,7670000.0,59.0
2010,SOUTH CAROLINA,WHEAT,120000.0,4320000.0,36.0
2010,SOUTH DAKOTA,WHEAT,2705000.0,122635000.0,45.3
2010,TENNESSEE,WHEAT,155000.0,8215000.0,53.0
2010,TEXAS,WHEAT,3750000.0,123750000.0,33.0
2010,UTAH,WHEAT,131000.0,6379000.0,48.7
2010,VIRGINIA,WHEAT,150000.0,7650000.0,51.0
2010,WASHINGTON,WHEAT,2275000.0,147540000.0,64.9
2010,WEST VIRGINIA,WHEAT,5000.0,270000.0,54.0
2010,WISCONSIN,WHEAT,230000.0,14720000.0,64.0
2010,WYOMING,WHEAT,130000.0,4160000.0,32.0
2011,ALABAMA,WHEAT,190000.0,13870000.0,73.0
2011,ARIZONA,WHEAT,77000.0,7622000.0,99.0
2011,ARKANSAS,WHEAT,520000.0,30160000.0,58.0
2011,CALIFORNIA,WHEAT,530000.0,48530000.0,91.6
2011,COLORADO,WHEAT,2044000.0,77828000.0,38.1
2011,DELAWARE,WHEAT,75000.0,5175000.0,69.0
2011,FLORIDA,WHEAT,8000.0,368000.0,46.0
2011,GEORGIA,WHEAT,200000.0,11200000.0,56.0
2011,IDAHO,WHEAT,1411000.0,117579000.0,83.3
2011,ILLINOIS,WHEAT,770000.0,46970000.0,61.0
2011,INDIANA,WHEAT,405000.0,25110000.0,62.0
2011,IOWA,WHEAT,16000.0,720000.0,45.0
2011,KANSAS,WHEAT,7950000.0,278250000.0,35.0
2011,KENTUCKY,WHEAT,440000.0,30800000.0,70.0
2011,LOUISIANA,WHEAT,240000.0,15120000.0,63.0
2011,MARYLAND,WHEAT,180000.0,12060000.0,67.0
2011,MICHIGAN,WHEAT,675000.0,50625000.0,75.0
2011,MINNESOTA,WHEAT,1521000.0,70176000.0,46.1
2011,MISSISSIPPI,WHEAT,310000.0,19840000.0,64.0
2011,MISSOURI,WHEAT,690000.0,34500000.0,50.0
2011,MONTANA,WHEAT,4975000.0,174970000.0,35.2
2011,NEBRASKA,WHEAT,1480000.0,66600000.0,45.0
2011,NEVADA,WHEAT,12000.0,1323000.0,110.3
2011,NEW JERSEY,WHEAT,31000.0,1519000.0,49.0
2011,NEW MEXICO,WHEAT,90000.0,1890000.0,21.0
2011,NEW YORK,WHEAT,93000.0,5115000.0,55.0
2011,NORTH CAROLINA,WHEAT,590000.0,40120000.0,68.0
2011,NORTH DAKOTA,WHEAT,6590000.0,199858000.0,30.3
2011,OHIO,WHEAT,850000.0,48450000.0,57.0
2011,OKLAHOMA,WHEAT,3200000.0,73600000.0,23.0
2011,OREGON,WHEAT,992000.0,75355000.0,76.0
2011,PENNSYLVANIA,WHEAT,170000.0,8670000.0,51.0
2011,SOUTH CAROLINA,WHEAT,180000.0,10800000.0,60.0
2011,SOUTH DAKOTA,WHEAT,2787000.0,103859000.0,37.3
2011,TENNESSEE,WHEAT,305000.0,20740000.0,68.0
2011,TEXAS,WHEAT,1900000.0,47500000.0,25.0
2011,UTAH,WHEAT,144000.0,7120000.0,49.4
2011,VIRGINIA,WHEAT,240000.0,17040000.0,71.0
2011,WASHINGTON,WHEAT,2335000.0,165530000.0,70.9
2011,WEST VIRGINIA,WHEAT,6000.0,354000.0,59.0
2011,WISCONSIN,WHEAT,335000.0,21775000.0,65.0
2011,WYOMING,WHEAT,130000.0,4420000.0,34.0
2012,ALABAMA,WHEAT,185000.0,10915000.0,59.0
2012,ARIZONA,WHEAT,110000.0,10360000.0,94.2
2012,ARKANSAS,WHEAT,445000.0,24475000.0,55.0
2012,CALIFORNIA,WHEAT,425000.0,38645000.0,90.9
2012,COLORADO,WHEAT,2212000.0,69268000.0,31.3
2012,DELAWARE,WHEAT,76000.0,5624000.0,74.0
2012,FLORIDA,WHEAT,15000.0,630000.0,42.0
2012,GEORGIA,WHEAT,230000.0,11500000.0,50.0
2012,IDAHO,WHEAT,1243000.0,97246000.0,78.2
2012,ILLINOIS,WHEAT,640000.0,40960000.0,64.0
2012,INDIANA,WHEAT,285000.0,19095000.0,67.0
2012,IOWA,WHEAT,13000.0,650000.0,50.0
2012,KANSAS,WHEAT,9100000.0,382200000.0,42.0
2012,KENTUCKY,WHEAT,440000.0,27720000.0,63.0
2012,LOUISIANA,WHEAT,275000.0,13475000.0,49.0
2012,MARYLAND,WHEAT,210000.0,14280000.0,68.0
2012,MICHIGAN,WHEAT,535000.0,40660000.0,76.0
2012,MINNESOTA,WHEAT,1342000.0,76430000.0,57.0
2012,MISSISSIPPI,WHEAT,320000.0,18240000.0,57.0
2012,MISSOURI,WHEAT,680000.0,39440000.0,58.0
2012,MONTANA,WHEAT,5615000.0,195590000.0,34.8
2012,NEBRASKA,WHEAT,1300000.0,53300000.0,41.0
2012,NEVADA,WHEAT,15000.0,1167000.0,77.8
2012,NEW JERSEY,WHEAT,23000.0,1288000.0,56.0
2012,NEW MEXICO,WHEAT,105000.0,2835000.0,27.0
2012,NEW YORK,WHEAT,85000.0,5355000.0,63.0
2012,NORTH CAROLINA,WHEAT,740000.0,42180000.0,57.0
2012,NORTH DAKOTA,WHEAT,7765000.0,340100000.0,43.8
2012,OHIO,WHEAT,450000.0,30600000.0,68.0
2012,OKLAHOMA,WHEAT,4300000.0,154800000.0,36.0
2012,OREGON,WHEAT,878000.0,57576000.0,65.6
2012,PENNSYLVANIA,WHEAT,135000.0,8775000.0,65.0
2012,SOUTH CAROLINA,WHEAT,220000.0,11660000.0,53.0
2012,SOUTH DAKOTA,WHEAT,2225000.0,102025000.0,45.9
2012,TENNESSEE,WHEAT,330000.0,20790000.0,63.0
2012,TEXAS,WHEAT,2900000.0,95700000.0,33.0
2012,UTAH,WHEAT,122000.0,5643000.0,46.3
2012,VIRGINIA,WHEAT,240000.0,15360000.0,64.0
2012,WASHINGTON,WHEAT,2165000.0,144125000.0,66.6
2012,WEST VIRGINIA,WHEAT,4000.0,260000.0,65.0
2012,WISCONSIN,WHEAT,245000.0,18375000.0,75.0
2012,WYOMING,WHEAT,115000.0,2990000.0,26.0
2013,ALABAMA,WHEAT,285000.0,19665000.0,69.0
2013,ARIZONA,WHEAT,84000.0,8348000.0,99.4
2013,ARKANSAS,WHEAT,610000.0,37820000.0,62.0
2013,CALIFORNIA,WHEAT,394000.0,32500000.0,82.5
2013,COLORADO,WHEAT,1639000.0,41488000.0,25.3
2013,DELAWARE,WHEAT,78000.0,4992000.0,64.0
2013,FLORIDA,WHEAT,19000.0,1121000.0,59.0
2013,GEORGIA,WHEAT,360000.0,21600000.0,60.0
2013,IDAHO,WHEAT,1261000.0,103592000.0,82.2
2013,ILLINOIS,WHEAT,840000.0,56280000.0,67.0
2013,INDIANA,WHEAT,435000.0,31755000.0,73.0
2013,IOWA,WHEAT,21000.0,1092000.0,52.0
2013,KANSAS,WHEAT,8450000.0,321100000.0,38.0
2013,KENTUCKY,WHEAT,610000.0,45750000.0,75.0
2013,LOUISIANA,WHEAT,255000.0,14790000.0,58.0
2013,MARYLAND,WHEAT,260000.0,17420000.0,67.0
2013,MICHIGAN,WHEAT,590000.0,44250000.0,75.0
2013,MINNESOTA,WHEAT,1184000.0,67152000.0,56.7
2013,MISSISSIPPI,WHEAT,385000.0,22330000.0,58.0
2013,MISSOURI,WHEAT,985000.0,56145000.0,57.0
2013,MONTANA,WHEAT,5165000.0,201635000.0,39.0
2013,NEBRASKA,WHEAT,1140000.0,39900000.0,35.0
2013,NEVADA,WHEAT,15000.0,1305000.0,87.0
2013,NEW JERSEY,WHEAT,29000.0,1566000.0,54.0
2013,NEW MEXICO,WHEAT,100000.0,4400000.0,44.0
2013,NEW YORK,WHEAT,115000.0,7820000.0,68.0
2013,NORTH CAROLINA,WHEAT,925000.0,52725000.0,57.0
2013,NORTH DAKOTA,WHEAT,6025000.0,273343000.0,45.4
2013,OHIO,WHEAT,640000.0,44800000.0,70.0
2013,OKLAHOMA,WHEAT,3400000.0,105400000.0,31.0
2013,OREGON,WHEAT,868000.0,53904000.0,62.1
2013,PENNSYLVANIA,WHEAT,155000.0,10540000.0,68.0
2013,SOUTH CAROLINA,WHEAT,265000.0,14310000.0,54.0
2013,SOUTH DAKOTA,WHEAT,1839000.0,77558000.0,42.2
2013,TENNESSEE,WHEAT,575000.0,40825000.0,71.0
2013,TEXAS,WHEAT,2350000.0,68150000.0,29.0
2013,UTAH,WHEAT,124000.0,5484000.0,44.2
2013,VIRGINIA,WHEAT,290000.0,17980000.0,62.0
2013,WASHINGTON,WHEAT,2175000.0,145530000.0,66.9
2013,WEST VIRGINIA,WHEAT,7000.0,364000.0,52.0
2013,WISCONSIN,WHEAT,265000.0,15370000.0,58.0
2013,WYOMING,WHEAT,120000.0,2880000.0,24.0
2014,ALABAMA,WHEAT,225000.0,15525000.0,69.0
2014,ARIZONA,WHEAT,83000.0,9136000.0,110.1
2014,ARKANSAS,WHEAT,395000.0,24885000.0,63.0
2014,CALIFORNIA,WHEAT,220000.0,18350000.0,83.4
2014,COLORADO,WHEAT,2358000.0,89812000.0,38.1
2014,DELAWARE,WHEAT,75000.0,5400000.0,72.0
2014,FLORIDA,WHEAT,10000.0,390000.0,39.0
2014,GEORGIA,WHEAT,230000.0,11270000.0,49.0
2014,IDAHO,WHEAT,1196000.0,93717000.0,78.4
2014,ILLINOIS,WHEAT,670000.0,44890000.0,67.0
2014,INDIANA,WHEAT,335000.0,25460000.0,76.0
2014,IOWA,WHEAT,15000.0,735000.0,49.0
2014,KANSAS,WHEAT,8800000.0,246400000.0,28.0
2014,KENTUCKY,WHEAT,510000.0,36210000.0,71.0
2014,LOUISIANA,WHEAT,150000.0,9300000.0,62.0
2014,MARYLAND,WHEAT,250000.0,17500000.0,70.0
2014,MICHIGAN,WHEAT,470000.0,34780000.0,74.0
2014,MINNESOTA,WHEAT,1212000.0,66468000.0,54.8
2014,MISSISSIPPI,WHEAT,215000.0,12470000.0,58.0
2014,MISSOURI,WHEAT,740000.0,42920000.0,58.0
2014,MONTANA,WHEAT,5650000.0,209470000.0,37.1
2014,NEBRASKA,WHEAT,1450000.0,71050000.0,49.0
2014,NEVADA,WHEAT,10000.0,1050000.0,105.0
2014,NEW JERSEY,WHEAT,25000.0,1325000.0,53.0
2014,NEW MEXICO,WHEAT,105000.0,2940000.0,28.0
2014,NEW YORK,WHEAT,95000.0,5985000.0,63.0
2014,NORTH CAROLINA,WHEAT,770000.0,44660000.0,58.0
2014,NORTH DAKOTA,WHEAT,7490000.0,347068000.0,46.3
2014,OHIO,WHEAT,545000.0,40330000.0,74.0
2014,OKLAHOMA,WHEAT,2800000.0,47600000.0,17.0
2014,OREGON,WHEAT,818000.0,44444000.0,54.3
2014,PENNSYLVANIA,WHEAT,150000.0,9750000.0,65.0
2014,SOUTH CAROLINA,WHEAT,220000.0,11440000.0,52.0
2014,SOUTH DAKOTA,WHEAT,2364000.0,131260000.0,55.5
2014,TENNESSEE,WHEAT,475000.0,31350000.0,66.0
2014,TEXAS,WHEAT,2250000.0,67500000.0,30.0
2014,UTAH,WHEAT,117000.0,5882000.0,50.3
2014,VIRGINIA,WHEAT,260000.0,17680000.0,68.0
2014,WASHINGTON,WHEAT,2250000.0,108460000.0,48.2
2014,WEST VIRGINIA,WHEAT,7000.0,448000.0,64.0
2014,WISCONSIN,WHEAT,250000.0,16250000.0,65.0
2014,WYOMING,WHEAT,125000.0,4750000.0,38.0
2015,ALABAMA,WHEAT,220000.0,14960000.0,68.0
2015,ARIZONA,WHEAT,152000.0,15356000.0,101.0
2015,ARKANSAS,WHEAT,240000.0,13440000.0,56.0
2015,CALIFORNIA,WHEAT,235000.0,18595000.0,79.1
2015,COLORADO,WHEAT,2197000.0,81485000.0,37.1
2015,DELAWARE,WHEAT,65000.0,4225000.0,65.0
2015,FLORIDA,WHEAT,15000.0,645000.0,43.0
2015,GEORGIA,WHEAT,145000.0,6235000.0,43.0
2015,IDAHO,WHEAT,1155000.0,89370000.0,77.4
2015,ILLINOIS,WHEAT,520000.0,33800000.0,65.0
2015,INDIANA,WHEAT,260000.0,17680000.0,68.0
2015,IOWA,WHEAT,15000.0,780000.0,52.0
2015,KANSAS,WHEAT,8700000.0,321900000.0,37.0
2015,KENTUCKY,WHEAT,440000.0,32120000.0,73.0
2015,LOUISIANA,WHEAT,92000.0,3588000.0,39.0
2015,MARYLAND,WHEAT,270000.0,17280000.0,64.0
2015,MICHIGAN,WHEAT,475000.0,38475000.0,81.0
2015,MINNESOTA,WHEAT,1473000.0,88294000.0,59.9
2015,MISSISSIPPI,WHEAT,120000.0,5760000.0,48.0
2015,MISSOURI,WHEAT,610000.0,32330000.0,53.0
2015,MONTANA,WHEAT,5365000.0,188515000.0,35.1
2015,NEBRASKA,WHEAT,1210000.0,45980000.0,38.0
2015,NEVADA,WHEAT,8000.0,650000.0,81.3
2015,NEW JERSEY,WHEAT,20000.0,1000000.0,50.0
2015,NEW MEXICO,WHEAT,190000.0,4750000.0,25.0
2015,NEW YORK,WHEAT,110000.0,6930000.0,63.0
2015,NORTH CAROLINA,WHEAT,570000.0,30210000.0,53.0
2015,NORTH DAKOTA,WHEAT,7915000.0,370023000.0,46.7
2015,OHIO,WHEAT,480000.0,32160000.0,67.0
2015,OKLAHOMA,WHEAT,3800000.0,98800000.0,26.0
2015,OREGON,WHEAT,828000.0,39195000.0,47.3
2015,PENNSYLVANIA,WHEAT,175000.0,11375000.0,65.0
2015,SOUTH CAROLINA,WHEAT,160000.0,7360000.0,46.0
2015,SOUTH DAKOTA,WHEAT,2236000.0,103406000.0,46.2
2015,TENNESSEE,WHEAT,395000.0,26860000.0,68.0
2015,TEXAS,WHEAT,3550000.0,106500000.0,30.0
2015,UTAH,WHEAT,128000.0,6207000.0,48.5
2015,VIRGINIA,WHEAT,210000.0,13860000.0,66.0
2015,WASHINGTON,WHEAT,2225000.0,111900000.0,50.3
2015,WEST VIRGINIA,WHEAT,4000.0,240000.0,60.0
2015,WISCONSIN,WHEAT,210000.0,15540000.0,74.0
2015,WYOMING,WHEAT,130000.0,4160000.0,32.0
2016,ALABAMA,WHEAT,170000.0,11900000.0,70.0
2016,ARIZONA,WHEAT,103000.0,10073000.0,97.8
2016,ARKANSAS,WHEAT,115000.0,6210000.0,54.0
2016,CALIFORNIA,WHEAT,217000.0,17302000.0,79.7
2016,COLORADO,WHEAT,2200000.0,106000000.0,48.2
2016,DELAWARE,WHEAT,65000.0,4355000.0,67.0
2016,FLORIDA,WHEAT,15000.0,450000.0,30.0
2016,GEORGIA,WHEAT,110000.0,5060000.0,46.0
2016,IDAHO,WHEAT,1125000.0,102795000.0,91.4
2016,ILLINOIS,WHEAT,470000.0,34780000.0,74.0
2016,INDIANA,WHEAT,280000.0,22680000.0,81.0
2016,IOWA,WHEAT,17000.0,1071000.0,63.0
2016,KANSAS,WHEAT,8200000.0,467400000.0,57.0
2016,KENTUCKY,WHEAT,400000.0,32000000.0,80.0
2016,LOUISIANA,WHEAT,20000.0,900000.0,45.0
2016,MARYLAND,WHEAT,260000.0,16640000.0,64.0
2016,MICHIGAN,WHEAT,570000.0,50730000.0,89.0
2016,MINNESOTA,WHEAT,1268000.0,74828000.0,59.0
2016,MISSISSIPPI,WHEAT,50000.0,2400000.0,48.0
2016,MISSOURI,WHEAT,570000.0,39900000.0,70.0
2016,MONTANA,WHEAT,4975000.0,210875000.0,42.4
2016,NEBRASKA,WHEAT,1310000.0,70740000.0,54.0
2016,NEVADA,WHEAT,9000.0,651000.0,72.3
2016,NEW JERSEY,WHEAT,21000.0,1344000.0,64.0
2016,NEW MEXICO,WHEAT,210000.0,4620000.0,22.0
2016,NEW YORK,WHEAT,115000.0,8510000.0,74.0
2016,NORTH CAROLINA,WHEAT,355000.0,14555000.0,41.0
2016,NORTH DAKOTA,WHEAT,7405000.0,332978000.0,45.0
2016,OHIO,WHEAT,560000.0,44800000.0,80.0
2016,OKLAHOMA,WHEAT,3500000.0,136500000.0,39.0
2016,OREGON,WHEAT,797000.0,39937000.0,50.1
2016,PENNSYLVANIA,WHEAT,150000.0,10200000.0,68.0
2016,SOUTH CAROLINA,WHEAT,50000.0,2150000.0,43.0
2016,SOUTH DAKOTA,WHEAT,2157000.0,111281000.0,51.6
2016,TENNESSEE,WHEAT,335000.0,24455000.0,73.0
2016,TEXAS,WHEAT,2800000.0,89600000.0,32.0
2016,UTAH,WHEAT,120000.0,7184000.0,59.9
2016,VIRGINIA,WHEAT,175000.0,9275000.0,53.0
2016,WASHINGTON,WHEAT,2200000.0,157290000.0,71.5
2016,WEST VIRGINIA,WHEAT,4000.0,244000.0,61.0
2016,WISCONSIN,WHEAT,250000.0,19750000.0,79.0
2016,WYOMING,WHEAT,125000.0,4250000.0,34.0
2017,ALABAMA,WHEAT,100000.0,7700000.0,77.0
2017,ARIZONA,WHEAT,105000.0,10589000.0,100.8
2017,ARKANSAS,WHEAT,125000.0,6500000.0,52.0
2017,CALIFORNIA,WHEAT,182000.0,12404000.0,68.2
2017,COLORADO,WHEAT,2029000.0,87598000.0,43.2
2017,DELAWARE,WHEAT,60000.0,4380000.0,73.0
2017,FLORIDA,WHEAT,10000.0,370000.0,37.0
2017,GEORGIA,WHEAT,70000.0,3290000.0,47.0
2017,IDAHO,WHEAT,1109000.0,90723000.0,81.8
2017,ILLINOIS,WHEAT,470000.0,35720000.0,76.0
2017,INDIANA,WHEAT,240000.0,17760000.0,74.0
2017,IOWA,WHEAT,8000.0,544000.0,68.0
2017,KANSAS,WHEAT,6950000.0,333600000.0,48.0
2017,KENTUCKY,WHEAT,310000.0,23870000.0,77.0
2017,LOUISIANA,WHEAT,13000.0,598000.0,46.0
2017,MARYLAND,WHEAT,185000.0,13135000.0,71.0
2017,MICHIGAN,WHEAT,425000.0,33575000.0,79.0
2017,MINNESOTA,WHEAT,1135000.0,75935000.0,66.9
2017,MISSISSIPPI,WHEAT,25000.0,1450000.0,58.0
2017,MISSOURI,WHEAT,540000.0,36720000.0,68.0
2017,MONTANA,WHEAT,4665000.0,127430000.0,27.3
2017,NEBRASKA,WHEAT,1020000.0,46920000.0,46.0
2017,NEVADA,WHEAT,14000.0,1480000.0,105.7
2017,NEW JERSEY,WHEAT,17000.0,1088000.0,64.0
2017,NEW MEXICO,WHEAT,135000.0,4050000.0,30.0
2017,NEW YORK,WHEAT,125000.0,8375000.0,67.0
2017,NORTH CAROLINA,WHEAT,375000.0,20625000.0,55.0
2017,NORTH DAKOTA,WHEAT,6260000.0,237133000.0,37.9
2017,OHIO,WHEAT,460000.0,34040000.0,74.0
2017,OKLAHOMA,WHEAT,2900000.0,98600000.0,34.0
2017,OREGON,WHEAT,763000.0,48069000.0,63.0
2017,PENNSYLVANIA,WHEAT,150000.0,10800000.0,72.0
2017,SOUTH CAROLINA,WHEAT,75000.0,3675000.0,49.0
2017,SOUTH DAKOTA,WHEAT,1196000.0,41678000.0,34.8
2017,TENNESSEE,WHEAT,275000.0,19250000.0,70.0
2017,TEXAS,WHEAT,2350000.0,68150000.0,29.0
2017,UTAH,WHEAT,120000.0,6240000.0,52.0
2017,VIRGINIA,WHEAT,145000.0,9570000.0,66.0
2017,WASHINGTON,WHEAT,2140000.0,142500000.0,66.6
2017,WEST VIRGINIA,WHEAT,4000.0,276000.0,69.0
2017,WISCONSIN,WHEAT,170000.0,11560000.0,68.0
2017,WYOMING,WHEAT,105000.0,2940000.0,28.0
2018,ALABAMA,WHEAT,110000.0,7920000.0,72.0
2018,ARIZONA,WHEAT,77000.0,7898000.0,102.6
2018,ARKANSAS,WHEAT,95000.0,5225000.0,55.0
2018,CALIFORNIA,WHEAT,150000.0,12190000.0,81.3
2018,COLORADO,WHEAT,1954000.0,70504000.0,36.1
2018,DELAWARE,WHEAT,45000.0,3195000.0,71.0
2018,FLORIDA,WHEAT,10000.0,360000.0,36.0
2018,GEORGIA,WHEAT,70000.0,3780000.0,54.0
2018,IDAHO,WHEAT,1136000.0,104410000.0,91.9
2018,ILLINOIS,WHEAT,560000.0,36960000.0,66.0
2018,INDIANA,WHEAT,260000.0,18460000.0,71.0
2018,IOWA,WHEAT,6000.0,348000.0,58.0
2018,KANSAS,WHEAT,7300000.0,277400000.0,38.0
2018,KENTUCKY,WHEAT,300000.0,19800000.0,66.0
2018,LOUISIANA,WHEAT,10000.0,650000.0,65.0
2018,MARYLAND,WHEAT,200000.0,12600000.0,63.0
2018,MICHIGAN,WHEAT,470000.0,35720000.0,76.0
2018,MINNESOTA,WHEAT,1575000.0,92930000.0,59.0
2018,MISSISSIPPI,WHEAT,30000.0,1470000.0,49.0
2018,MISSOURI,WHEAT,520000.0,30680000.0,59.0
2018,MONTANA,WHEAT,5165000.0,197630000.0,38.3
2018,NEBRASKA,WHEAT,1010000.0,49490000.0,49.0
2018,NEVADA,WHEAT,8000.0,900000.0,112.5
2018,NEW JERSEY,WHEAT,15000.0,930000.0,62.0
2018,NEW MEXICO,WHEAT,105000.0,1575000.0,15.0
2018,NEW YORK,WHEAT,95000.0,6555000.0,69.0
2018,NORTH CAROLINA,WHEAT,370000.0,21090000.0,57.0
2018,NORTH DAKOTA,WHEAT,7635000.0,363483000.0,47.6
2018,OHIO,WHEAT,450000.0,33750000.0,75.0
2018,OKLAHOMA,WHEAT,2500000.0,70000000.0,28.0
2018,OREGON,WHEAT,770000.0,51590000.0,67.0
2018,PENNSYLVANIA,WHEAT,145000.0,9425000.0,65.0
2018,SOUTH CAROLINA,WHEAT,65000.0,3510000.0,54.0
2018,SOUTH DAKOTA,WHEAT,1628000.0,72294000.0,44.4
2018,TENNESSEE,WHEAT,285000.0,18525000.0,65.0
2018,TEXAS,WHEAT,1750000.0,56000000.0,32.0
2018,UTAH,WHEAT,103000.0,5356000.0,52.0
2018,VIRGINIA,WHEAT,155000.0,9300000.0,60.0
2018,WASHINGTON,WHEAT,2165000.0,153210000.0,70.8
2018,WEST VIRGINIA,WHEAT,3000.0,138000.0,46.0
2018,WISCONSIN,WHEAT,200000.0,14200000.0,71.0
2018,WYOMING,WHEAT,115000.0,3910000.0,34.0
2019,ALABAMA,WHEAT,85000.0,6120000.0,72.0
2019,ARIZONA,WHEAT,35000.0,3640000.0,104.0
2019,ARKANSAS,WHEAT,50000.0,2600000.0,52.0
2019,CALIFORNIA,WHEAT,122000.0,7244000.0,59.4
2019,COLORADO,WHEAT,2000000.0,98000000.0,49.0
2019,DELAWARE,WHEAT,50000.0,3600000.0,72.0
2019,GEORGIA,WHEAT,50000.0,2800000.0,56.0
2019,IDAHO,WHEAT,1125000.0,98755000.0,87.8
2019,ILLINOIS,WHEAT,550000.0,36850000.0,67.0
2019,INDIANA,WHEAT,260000.0,16120000.0,62.0
2019,KANSAS,WHEAT,6700000.0,348400000.0,52.0
2019,KENTUCKY,WHEAT,330000.0,25080000.0,76.0
2019,MARYLAND,WHEAT,165000.0,12375000.0,75.0
2019,MICHIGAN,WHEAT,490000.0,34790000.0,71.0
2019,MINNESOTA,WHEAT,1400000.0,79800000.0,57.0
2019,MISSISSIPPI,WHEAT,21000.0,987000.0,47.0
2019,MISSOURI,WHEAT,390000.0,24570000.0,63.0
2019,MONTANA,WHEAT,5135000.0,217725000.0,42.4
2019,NEBRASKA,WHEAT,970000.0,55290000.0,57.0
2019,NEW JERSEY,WHEAT,14000.0,924000.0,66.0
2019,NEW MEXICO,WHEAT,110000.0,3300000.0,30.0
2019,NEW YORK,WHEAT,66000.0,4158000.0,63.0
2019,NORTH CAROLINA,WHEAT,225000.0,12600000.0,56.0
2019,NORTH DAKOTA,WHEAT,6630000.0,321185000.0,48.4
2019,OHIO,WHEAT,385000.0,21560000.0,56.0
2019,OKLAHOMA,WHEAT,2750000.0,110000000.0,40.0
2019,OREGON,WHEAT,730000.0,49640000.0,68.0
2019,PENNSYLVANIA,WHEAT,140000.0,10220000.0,73.0
2019,SOUTH CAROLINA,WHEAT,45000.0,2160000.0,48.0
2019,SOUTH DAKOTA,WHEAT,1360000.0,65410000.0,48.1
2019,TENNESSEE,WHEAT,215000.0,14405000.0,67.0
2019,TEXAS,WHEAT,2100000.0,71400000.0,34.0
2019,UTAH,WHEAT,116000.0,6264000.0,54.0
2019,VIRGINIA,WHEAT,105000.0,6510000.0,62.0
2019,WASHINGTON,WHEAT,2215000.0,143205000.0,64.7
