"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2012","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","POTATOES","POTATOES - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2012","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2012","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","POTATOES","POTATOES, FALL - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2012","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","POTATOES","POTATOES, FALL - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","38,884,000",""
"SURVEY","2012","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","POTATOES","POTATOES, FALL - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2012","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","POTATOES","POTATOES, FALL - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2012","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","POTATOES","POTATOES, SPRING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","43,599,000",""
"SURVEY","2012","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","POTATOES","POTATOES, SUMMER - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","82,230,000",""
"SURVEY","2012","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","8,600",""
"SURVEY","2012","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","POTATOES","POTATOES - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","36,223,000",""
"SURVEY","2012","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","POTATOES","POTATOES - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","2,236,000",""
"SURVEY","2012","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","260",""
"SURVEY","2012","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","POTATOES","POTATOES, FALL - ACRES HARVESTED","TOTAL","NOT SPECIFIED","8,600",""
"SURVEY","2012","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","POTATOES","POTATOES, FALL - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","36,223,000",""
"SURVEY","2012","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","POTATOES","POTATOES, FALL - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","2,236,000",""
"SURVEY","2012","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","POTATOES","POTATOES, FALL - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","260",""
"SURVEY","2012","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","600",""
"SURVEY","2012","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","POTATOES","POTATOES - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,905,000",""
"SURVEY","2012","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","POTATOES","POTATOES - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","150,000",""
"SURVEY","2012","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","250",""
"SURVEY","2012","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","POTATOES","POTATOES, FALL - ACRES HARVESTED","TOTAL","NOT SPECIFIED","600",""
"SURVEY","2012","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","POTATOES","POTATOES, FALL - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,905,000",""
"SURVEY","2012","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","POTATOES","POTATOES, FALL - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","150,000",""
"SURVEY","2012","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","POTATOES","POTATOES, FALL - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","250",""
"SURVEY","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","20,100",""
"SURVEY","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","POTATOES","POTATOES - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","105,750,000",""
"SURVEY","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","POTATOES","POTATOES - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","7,478,000",""
"SURVEY","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","372",""
"SURVEY","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","POTATOES","POTATOES, SPRING - ACRES HARVESTED","TOTAL","NOT SPECIFIED","9,300",""
"SURVEY","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","POTATOES","POTATOES, SPRING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","POTATOES","POTATOES, SPRING - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","2,186,000",""
"SURVEY","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","POTATOES","POTATOES, SPRING - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","235",""
"SURVEY","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","POTATOES","POTATOES, SUMMER - ACRES HARVESTED","TOTAL","NOT SPECIFIED","10,800",""
"SURVEY","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","POTATOES","POTATOES, SUMMER - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","POTATOES","POTATOES, SUMMER - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","5,292,000",""
"SURVEY","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","POTATOES","POTATOES, SUMMER - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","490",""
"SURVEY","2012","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,400",""
"SURVEY","2012","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","POTATOES","POTATOES - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","17,415,000",""
"SURVEY","2012","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","POTATOES","POTATOES - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","1,350,000",""
"SURVEY","2012","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","250",""
"SURVEY","2012","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","POTATOES","POTATOES, SUMMER - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,400",""
"SURVEY","2012","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","POTATOES","POTATOES, SUMMER - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","17,415,000",""
"SURVEY","2012","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","POTATOES","POTATOES, SUMMER - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","1,350,000",""
"SURVEY","2012","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","POTATOES","POTATOES, SUMMER - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","250",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","164,000",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","700,362,000",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","95,940,000",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","585",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL - ACRES HARVESTED","TOTAL","NOT SPECIFIED","164,000",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","700,362,000",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","95,940,000",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","585",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 1 1/2 TO 1 5/8 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","0.5",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 1 5/8 TO 1 7/8 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","3.9",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 1 7/8 TO 2 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","3.8",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 10 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","6.3",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 11 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","5.1",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 12 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","3.9",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 13 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 2 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","25.6",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 6 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","10.2",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 7 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","10.1",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 8 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","7.9",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 9 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","7.4",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, CULL - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","0.8",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, GT 14 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","12.3",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, NUMBER 1 - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","82.5",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, NUMBER 2 - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","16.7",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, 1 1/2 TO 1 7/8 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","8.1",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, 1 7/8 TO 2 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","9.1",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, 2 1/2 TO 3 1/2 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","45.3",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, 2 1/4 TO 2 1/2 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","21.9",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, 2 TO 2 1/4 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","14.9",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, 3 1/2 TO 4 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","0.7",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, CULL - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","0.7",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, GT 4 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, NUMBER 1 - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","82.4",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, NUMBER 2 - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","16.9",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, WHITE, 1 1/2 TO 1 7/8 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","1.2",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, WHITE, 1 7/8 TO 2 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","0.3",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, WHITE, 2 1/2 TO 3 1/2 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","73.1",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, WHITE, 2 1/4 TO 2 1/2 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","10.9",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, WHITE, 2 TO 2 1/4 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","4.6",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, WHITE, 3 1/2 TO 4 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","9.9",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, WHITE, CULL - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, WHITE, GT 4 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, WHITE, NUMBER 1 - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","98.5",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, WHITE, NUMBER 2 - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","1.5",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","66,000",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","264,132,000",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","30,360,000",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","460",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL - ACRES HARVESTED","TOTAL","NOT SPECIFIED","66,000",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","264,132,000",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","30,360,000",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","460",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 1 1/2 TO 1 5/8 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","0.7",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 1 5/8 TO 1 7/8 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","5.9",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 1 7/8 TO 2 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","6.2",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 10 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","5.2",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 11 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","4.6",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 12 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","3.2",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 13 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 2 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","24.1",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 6 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","10.4",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 7 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","9.6",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 8 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","9.1",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, 9 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","7.4",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, CULL - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","0.4",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, GT 14 OZ - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","10.6",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, NUMBER 1 - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","82.5",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, LONG, NUMBER 2 - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","17.1",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, 1 1/2 TO 1 7/8 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","7.3",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, 1 7/8 TO 2 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","6.1",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, 2 1/2 TO 3 1/2 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","48.6",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, 2 1/4 TO 2 1/2 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","23.7",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, 2 TO 2 1/4 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","13.5",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, 3 1/2 TO 4 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","0.8",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, CULL - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","0.4",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, GT 4 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, NUMBER 1 - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","82.5",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, RED, NUMBER 2 - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","17.1",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, WHITE, 1 1/2 TO 1 7/8 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","4.2",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, WHITE, 1 7/8 TO 2 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","3.8",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, WHITE, 2 1/2 TO 3 1/2 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","61.3",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","POTATOES, FALL, ROUND, WHITE, 2 1/4 TO 2 1/2 IN - PRODUCTION, MEASURED IN PCT BY GRADE","TOTAL","NOT SPECIFIED","17.4",""
